distance-to-activities-coefficient;distance-to-center-coefficient;density-coefficient;distance-to-roads-coefficient;built-cells-per-tick;eval-density;spatial-autocorrelation-index;eval-speed;eval-density;eval-activities;eval-density-diff;moran-diff;global-density-diff
0;0;0;0.2;1;0.20878665999261897;0.05863587444746553;1.1157795031565845;0.20878665999261897;21.619894649036368;0.170585054084102;0.048078243836813986;0.03367003367003367
0;0;0;0.2;20;0.17545561941728;0.048078243836813986;1.1245038903068227;0.17545561941728005;21.676958826790678;0.170585054084102;0.048078243836813986;0.03367003367003367
0;0;0;0.2;1;0.48148002044994603;0.09093274978751217;1.2351994661824723;0.481480020449946;6.792380224067968;0.40740740740740744;0.08956421497960211;0.08333333333333333
0;0;0;0.2;20;0.4050286698124928;0.08956421497960211;1.2326591721473164;0.40502866981249275;6.777716638450912;0.40740740740740744;0.08956421497960211;0.08333333333333333
0;0;0;0.2;1;0.2670924090647019;0.08949979906310256;1.1654010449170868;0.2670924090647019;16.698156246822247;0.23538175655704463;0.07953801004722977;0.029411764705882353
0;0;0;0.2;20;0.21973533407131612;0.07953801004722977;1.1668885261463182;0.2197353340713161;16.255712164117707;0.23538175655704463;0.07953801004722977;0.029411764705882353
0;0;0;0.4;1;0.49280632741523445;0.06962693137827906;1.2146745388940285;0.4928063274152344;5.834141035469022;0.3436409002304823;0.06752490437391748;0.07692307692307693
0;0;0;0.4;20;0.4306118370994495;0.06752490437391748;1.213481339714917;0.43061183709944956;5.680120649524671;0.3436409002304823;0.06752490437391748;0.07692307692307693
0;0;0;0.4;1;0.6540558091491154;0.08673250855555323;1.0784611418137624;0.6540558091491155;4.832908638663373;0.49211491654259537;0.085152638585538;0.1
0;0;0;0.4;20;0.5785301596078171;0.085152638585538;1.0733972648050707;0.5785301596078171;4.714603622630863;0.49211491654259537;0.085152638585538;0.1
0;0;0;0.4;1;0.3484537222593489;0.0871647489065464;1.2008163026514127;0.3484537222593489;11.235733676646936;0.2509992724021462;0.09025909729073042;0.09134615384615384
0;0;0;0.4;20;0.2768097176495152;0.09025909729073042;1.2013828737637033;0.2768097176495152;11.116088771370004;0.25099927240214626;0.09025909729073042;0.09134615384615384
0;0;0;0.6000000000000001;1;0.2176489582030544;0.06354311782366187;1.1353592143548619;0.2176489582030544;18.596369069608848;0.15775926769322818;0.06444004279156164;0.013297872340425532
0;0;0;0.6000000000000001;20;0.18176560893754184;0.06444004279156164;1.1306664984893546;0.18176560893754182;18.70144727636064;0.15775926769322818;0.06444004279156164;0.013297872340425532
0;0;0;0.6000000000000001;1;0.48362965762571847;0.0800613638094813;1.219694624224506;0.4836296576257185;5.926044566810114;0.34689686198028935;0.07770343712350905;0.03409090909090909
0;0;0;0.6000000000000001;20;0.4158868284851272;0.07770343712350905;1.2122769523943668;0.4158868284851272;5.859383244952145;0.34689686198028935;0.07770343712350905;0.03409090909090909
0;0;0;0.6000000000000001;1;0.5844740013843326;0.1006744585918649;1.0682986228900333;0.5844740013843326;4.592777876273286;0.42605112798901995;0.09687181549629212;0.055944055944055944
0;0;0;0.6000000000000001;20;0.5183722181545578;0.09687181549629212;1.0707523027766246;0.5183722181545579;4.586528087059203;0.4260511279890199;0.09687181549629212;0.055944055944055944
0;0;0;0.8;1;0.4135000520206965;0.09054001387330941;1.2069343397130836;0.4135000520206965;8.515211994428995;0.26338137049426524;0.08886367721581946;0.2222222222222222
0;0;0;0.8;20;0.3538398062037813;0.08886367721581946;1.2069343397130836;0.35383980620378125;8.513131057445028;0.26338137049426524;0.08886367721581946;0.2222222222222222
0;0;0;0.8;1;0.3054721113278325;0.08476561692966286;1.1654092598713675;0.3054721113278324;13.484976857178006;0.2438704319101652;0.07749038238112628;0.13877551020408163
0;0;0;0.8;20;0.24817322509565218;0.07749038238112628;1.1727692860318188;0.24817322509565218;13.457671507462596;0.2438704319101652;0.07749038238112628;0.13877551020408163
0;0;0;0.8;1;0.3789423273081607;0.0777638153947033;1.1958010085531987;0.3789423273081607;9.504449373927738;0.26899733896503747;0.07486974395657303;0.027777777777777776
0;0;0;0.8;20;0.31677070039783556;0.07486974395657303;1.1997886266660176;0.3167707003978356;9.392579358262715;0.26899733896503747;0.07486974395657303;0.027777777777777776
0;0;0;1;1;0.26268129518958006;0.473485173991779;1.1327240903334976;0.26268129518958006;16.501505359879086;0.1695872951930862;0.473485173991779;0.022222222222222223
0;0;0;1;20;0.21455147341647374;0.473485173991779;1.129955735822282;0.2145514734164737;16.585800744742595;0.1695872951930862;0.473485173991779;0.022222222222222223
0;0;0;1;1;0.3372800515569353;0.08119577352307372;1.2043347988871325;0.3372800515569353;11.09058333567777;0.26404411600744165;0.08201515156286897;0.08163265306122448
0;0;0;1;20;0.2693486345750809;0.08201515156286897;1.2012592031183893;0.26934863457508085;10.986936935226925;0.26404411600744165;0.08201515156286897;0.08163265306122448
0;0;0;1;1;0.3903295048926456;0.07103397692966047;1.202504468153242;0.3903295048926456;9.846341337161146;0.3020598018050942;0.06894235979064926;0.041666666666666664
0;0;0;1;20;0.3239920511322817;0.06894235979064926;1.2029554172648154;0.3239920511322817;9.786371995905892;0.3020598018050942;0.06894235979064926;0.041666666666666664
0;0;0.2;0;1;0.01663715249068226;0.5163110668759856;0.6785844034797489;0.01663715249068226;7.216973786054366;0.025984633706458996;0.7261243414744897;0.054209183673469385
0;0;0.2;0;20;0.024629348925338447;0.7261243414744897;0.7371639309659528;0.024629348925338454;10.86736417343996;0.02598463370645899;0.7261243414744897;0.054209183673469385
0;0;0.2;0;1;0.015507062086451775;0.6922157466619638;0.6311505664432124;0.015507062086451775;7.757149835013619;0.0257123660701646;0.7951164723770454;0.05197704081632653
0;0;0.2;0;20;0.024086662717638128;0.7951164723770454;0.6761543357608676;0.024086662717638124;8.84125147959775;0.0257123660701646;0.7951164723770454;0.05197704081632653
0;0;0.2;0;1;0.01690630580124264;0.39318161440254634;0.6030058498802919;0.016906305801242638;6.941770404715626;0.02674007692351646;0.6692298085708895;0.04878826530612245
0;0;0.2;0;20;0.027251030869540945;0.6692298085708895;0.6282882791570268;0.02725103086954094;7.756885352711892;0.026740076923516463;0.6692298085708895;0.04878826530612245
0;0;0.2;0.2;1;0.028177607502639042;0.10602087992153458;0.7129095253540204;0.02817760750263904;6.790338944714735;0.0944417940090477;0.047281362190749146;0.06063988095238095
0;0;0.2;0.2;20;0.11457975210980087;0.047281362190749146;1.0843599937314188;0.11457975210980087;18.743248195429082;0.0944417940090477;0.047281362190749146;0.06063988095238095
0;0;0.2;0.2;1;0.022449029942807813;0.5672711623205856;0.6584104671824202;0.022449029942807813;7.20350880322135;0.09049833386836945;0.15051203716208397;0.06185185185185185
0;0;0.2;0.2;20;0.09710130654610341;0.15051203716208397;0.7892124569940749;0.0971013065461034;8.171267502150062;0.09049833386836946;0.15051203716208397;0.06185185185185185
0;0;0.2;0.2;1;0.019903641510498664;0.14703682167659773;0.6962752335663411;0.01990364151049866;10.856604951066998;0.08949343983555774;0.038590136154885255;0.05644132653061224
0;0;0.2;0.2;20;0.10625790764666457;0.038590136154885255;0.7541642001593605;0.10625790764666457;11.794422760854504;0.08949343983555776;0.038590136154885255;0.05644132653061224
0;0;0.2;0.4;1;0.03186533783529908;0.12930475660736715;0.6795372452085174;0.03186533783529908;7.246800627037546;0.10273104849436608;0.04876928201546289;0.06718346253229975
0;0;0.2;0.4;20;0.11243035223398695;0.04876928201546289;0.7721864326635652;0.11243035223398695;5.043954578110326;0.10273104849436607;0.04876928201546289;0.06718346253229975
0;0;0.2;0.4;1;0.03638575043269916;0.437049410709891;0.823402684679367;0.03638575043269916;8.564716942031804;0.16187289402430316;0.05254978762445426;0.07539682539682539
0;0;0.2;0.4;20;0.19257164783022046;0.05254978762445426;1.1569375621878573;0.1925716478302205;20.110954761275618;0.1618728940243032;0.05254978762445426;0.07539682539682539
0;0;0.2;0.4;1;0.037711895936635494;0.08015189315043462;0.7640653513278954;0.037711895936635494;9.054103055227218;0.06031425305746035;0.12122102197824713;0.05697373288938217
0;0;0.2;0.4;20;0.06021991328040258;0.12122102197824713;0.8881427102381672;0.06021991328040258;9.302519694167342;0.060314253057460354;0.12122102197824713;0.05697373288938217
0;0;0.2;0.6000000000000001;1;0.05931357643058664;0.3039396205330453;0.9244517004158561;0.05931357643058664;10.893100303390284;0.08481117686019587;0.5790485443334763;0.08786848072562359
0;0;0.2;0.6000000000000001;20;0.09312653331042507;0.5790485443334763;0.7711045992085885;0.09312653331042506;9.970703554284826;0.08481117686019589;0.5790485443334763;0.08786848072562359
0;0;0.2;0.6000000000000001;1;0.07064792701319687;0.09981125557959575;0.7142699542742472;0.07064792701319687;5.109486706782026;0.12453904148551916;0.12106125846843631;0.07508369201339073
0;0;0.2;0.6000000000000001;20;0.14424196636983794;0.12106125846843631;0.8705212567071094;0.14424196636983794;6.6517673518439295;0.12453904148551917;0.12106125846843631;0.07508369201339073
0;0;0.2;0.6000000000000001;1;0.06228617365191436;0.4072150288713201;0.7235178028903653;0.06228617365191436;5.260688972047599;0.13538782937520846;0.5607070139640593;0.10894660894660894
0;0;0.2;0.6000000000000001;20;0.14476045450986216;0.5607070139640593;0.7135774898182106;0.14476045450986216;5.224057115087461;0.13538782937520846;0.5607070139640593;0.10894660894660894
0;0;0.2;0.8;1;0.07962256080027352;0.06814221051098084;0.9444248030234658;0.07962256080027352;11.511446634022057;0.16284269987793398;0.10703779901214153;0.07570509648688768
0;0;0.2;0.8;20;0.18987311084734054;0.10703779901214153;1.1822421477224268;0.18987311084734054;14.359977752721726;0.16284269987793398;0.10703779901214153;0.07570509648688768
0;0;0.2;0.8;1;0.07646665972615829;0.48936016298594104;0.9901588441206713;0.0764666597261583;10.559749730519393;0.12096878532686922;0.05723037299905803;0.06192307692307692
0;0;0.2;0.8;20;0.1290739662852626;0.05723037299905803;1.120259080283992;0.1290739662852626;12.601890749209531;0.12096878532686924;0.05723037299905803;0.06192307692307692
0;0;0.2;0.8;1;0.10942189416396444;0.08900219120303758;0.9946652236936535;0.10942189416396444;8.687444531881324;0.15260390327987666;0.1185197001596317;0.13529411764705881
0;0;0.2;0.8;20;0.1700992728023683;0.1185197001596317;0.8053290538200268;0.1700992728023683;5.805510270838883;0.15260390327987666;0.1185197001596317;0.13529411764705881
0;0;0.2;1;1;0.21181483173032015;0.10473274794701087;1.1419096858642979;0.21181483173032015;8.753642715996865;0.2453174372326882;0.07562251624968579;0.19047619047619047
0;0;0.2;1;20;0.28578589736297727;0.07562251624968579;1.1862381574394967;0.2857858973629773;8.76521360971138;0.24531743723268817;0.07562251624968579;0.19047619047619047
0;0;0.2;1;1;0.1717617711920306;0.09171422961592715;1.203602562687607;0.17176177119203062;14.549269808310216;0.1758960300531598;0.0937576531399357;0.12276785714285714
0;0;0.2;1;20;0.17898092456563552;0.0937576531399357;1.1886863867926323;0.1789809245656355;14.621228674400854;0.1758960300531598;0.0937576531399357;0.12276785714285714
0;0;0.2;1;1;0.11877922499677468;0.13371264535994057;0.7681579475050518;0.11877922499677467;4.05267297425305;0.17591821982285685;0.07158523420035219;0.18269230769230768
0;0;0.2;1;20;0.2048488347588966;0.07158523420035219;0.9133706177726989;0.2048488347588966;4.195418542312689;0.17591821982285688;0.07158523420035219;0.18269230769230768
0;0;0.4;0;1;0.016138090810877498;0.6464305723373585;0.6281211286168068;0.016138090810877494;7.927471230426686;0.027006487211943042;0.8451620648961172;0.05548469387755102
0;0;0.4;0;20;0.026199872611892557;0.8451620648961172;0.6384700004166319;0.02619987261189256;7.085500331006333;0.027006487211943046;0.8451620648961172;0.05548469387755102
0;0;0.4;0;1;0.01640429012548229;0.8845046790027056;0.5805872626080321;0.01640429012548229;6.731034706061399;0.03132354021757164;0.7625393993507298;0.05293367346938776
0;0;0.4;0;20;0.02858680827890273;0.7625393993507298;0.6148955138310754;0.02858680827890273;8.101258862079723;0.03132354021757164;0.7625393993507298;0.05293367346938776
0;0;0.4;0;1;0.01634422748835292;0.8061477904321303;0.5581666001467995;0.016344227488352916;7.962912433927888;0.029574563397268883;0.7797277399275138;0.05389030612244898
