distance-to-activities-coefficient;density-coefficient;distance-to-center-coefficient;distance-to-roads-coefficient;moran
0;1;0;0;-0.00588745625648491
0;1;0;0;-0.00588745625648491
0;1;0;0;0.6450462231471696
0;1;0;0;0.6450462231471696
0;1;0;0;0.6450462231471696
0;1;0;0;0.6450462231471696
0;1;0;0;-0.002808014206986269
0;1;0;0;-0.002808014206986269
0;1;0;0;-0.002808014206986269
0;1;0;0;-0.002808014206986269
0;1;0;0;-0.002808014206986269
0;1;0;0;-0.002808014206986269
0;1;0;0;-0.002808014206986269
0;1;0;0;-0.002808014206986269
0;1;0;0;-0.002808014206986269
0;1;0;0;-0.002808014206986269
0;1;0;0;-0.32490945498359997
0;1;0;0;0.6409192900880517
0;1;0;0;-0.07750450492619557
0;1;0;0;0.771734769694406
0;1;0;0;0.7703230140556454
0;1;0;0;-0.031987323839768225
0;1;0;0;-0.023415689002495417
0;1;0;0;0.6686455120756115
0;1;0;0;0.6837973581965241
0;1;0;0;0.6837973581965241
0;1;0;0;-0.016109239908017905
0;1;0;0;-0.016109239908017905
0;1;0;0;-0.016109239908017905
0;1;0;0;0.7365429606917857
0;1;0;0;0.7365429606917857
0;1;0;0;0.7365429606917857
0;1;0;0;0.7365429606917857
0;1;0;0;-0.004096445263920264
0;1;0;0;-0.004096445263920264
0;1;0;0;-0.004096445263920264
0;1;0;0;-0.004096445263920264
0;1;0;0;-0.004096445263920264
0;1;0;0;-0.004096445263920264
0;1;0;0;-0.004096445263920264
0;1;0;0;-0.004096445263920264
0;1;0;0;-0.004096445263920264
0;1;0;0;-0.004096445263920264
0;1;0;0;-0.2751824521671507
0;1;0;0;0.7745491418996961
0;1;0;0;0.01547545143263051
0;1;0;0;0.8789478303685168
0;1;0;0;0.8901404114648829
0;1;0;0;-0.0012802216851344496
0;1;0;0;0.007885130961335324
0;1;0;0;0.8512542828443378
0;1;0;0;0.842870120569348
0;1;0;0;0.842870120569348
0;1;0;0;-0.006596293374545887
0;1;0;0;-0.006596293374545887
0;1;0;0;-0.006596293374545887
0;1;0;0;0.7114720016902183
0;1;0;0;0.7114720016902183
0;1;0;0;0.7114720016902183
0;1;0;0;0.7114720016902183
0;1;0;0;-0.0038085451197480843
0;1;0;0;-0.0038085451197480843
0;1;0;0;-0.0038085451197480843
0;1;0;0;-0.0038085451197480843
0;1;0;0;-0.0038085451197480843
0;1;0;0;-0.0038085451197480843
0;1;0;0;-0.0038085451197480843
0;1;0;0;-0.0038085451197480843
0;1;0;0;-0.0038085451197480843
0;1;0;0;-0.0038085451197480843
0;1;0;0;-0.2701752006316011
0;1;0;0;0.8058236806350967
0;1;0;0;-0.03563303049488114
0;1;0;0;0.904949086991408
0;1;0;0;0.9128935357881683
0;1;0;0;-0.019054735140622503
0;1;0;0;0.002247909406633275
0;1;0;0;0.9461038824525315
0;1;0;0;0.9639447258769145
0;1;0;0;0.9639447258769145
0;1;0;0;-0.013450364204817626
0;1;0;0;-0.013450364204817626
0;1;0;0;-0.013450364204817626
0;1;0;0;0.9339284670836588
0;1;0;0;0.9339284670836588
0;1;0;0;0.9339284670836588
0;1;0;0;0.9339284670836588
0;1;0;0;-0.0034305890240106606
0;1;0;0;-0.0034305890240106606
0;1;0;0;-0.0034305890240106606
0;1;0;0;-0.0034305890240106606
0;1;0;0;-0.0034305890240106606
0;1;0;0;-0.0034305890240106606
0;1;0;0;-0.0034305890240106606
0;1;0;0;-0.0034305890240106606
0;1;0;0;-0.0034305890240106606
0;1;0;0;-0.0034305890240106606
0;1;0;0;-0.46926962026064123
0;1;0;0;0.7281612041792804
0;1;0;0;-0.06685598856199877
0;1;0;0;0.8332281066061754
0;1;0;0;0.7400719315535679
0;1;0;0;-0.036270339616366706
0;1;0;0;-0.025169814898629888
0;1;0;0;0.8035707308459432
0;1;0;0;0.740628472727387
0;1;0;0;0.740628472727387
0;1;0;0;-0.02067742611205337
0;1;0;0;-0.02067742611205337
0;1;0;0;-0.02067742611205337
0;1;0;0;0.5590191734468657
0;1;0;0;0.5590191734468657
0;1;0;0;0.5590191734468657
0;1;0;0;0.5590191734468657
0;1;0;0;-0.006844606736000064
0;1;0;0;-0.006844606736000064
0;1;0;0;-0.006844606736000064
0;1;0;0;-0.006844606736000064
0;1;0;0;-0.006844606736000064
0;1;0;0;-0.006844606736000064
0;1;0;0;-0.006844606736000064
0;1;0;0;-0.006844606736000064
0;1;0;0;-0.006844606736000064
0;1;0;0;-0.006844606736000064
0;1;0;0;-0.26337016570454114
0;1;0;0;0.6043484696027002
0;1;0;0;0.013276609601449612
0;1;0;0;0.7162531381927265
0;1;0;0;0.7683643367708045
0;1;0;0;0.01222898119950116
0;1;0;0;-0.007092691977860896
0;1;0;0;0.7589914746902515
0;1;0;0;0.6136423138200072
0;1;0;0;0.6136423138200072
0;1;0;0;-0.00854449516161088
0;1;0;0;-0.00854449516161088
0;1;0;0;-0.00854449516161088
0;1;0;0;0.5238615032250075
0;1;0;0;0.5238615032250075
0;1;0;0;0.5238615032250075
0;1;0;0;0.5238615032250075
0;1;0;0;-0.002189406012088477
0;1;0;0;-0.002189406012088477
0;1;0;0;-0.002189406012088477
0;1;0;0;-0.002189406012088477
0;1;0;0;-0.002189406012088477
0;1;0;0;-0.002189406012088477
0;1;0;0;-0.002189406012088477
0;1;0;0;-0.002189406012088477
0;1;0;0;-0.002189406012088477
0;1;0;0;-0.002189406012088477
0;1;0;0;-0.41432079536234884
0;1;0;0;0.7486114852347162
0;1;0;0;-0.09435909604309904
0;1;0;0;0.8658940544863862
0;1;0;0;0.8858376153890961
0;1;0;0;-0.03874529317740719
0;1;0;0;-0.02512011599422252
0;1;0;0;0.8124371575304313
0;1;0;0;0.7790242497160282
0;1;0;0;0.7790242497160282
0;1;0;0;-0.016223847089770642
0;1;0;0;-0.016223847089770642
0;1;0;0;-0.016223847089770642
0;1;0;0;0.7120022977488438
0;1;0;0;0.7120022977488438
0;1;0;0;0.7120022977488438
0;1;0;0;0.7120022977488438
0;1;0;0;-0.0052823984772903424
0;1;0;0;-0.0052823984772903424
0;1;0;0;-0.0052823984772903424
0;1;0;0;-0.0052823984772903424
0;1;0;0;-0.0052823984772903424
0;1;0;0;-0.0052823984772903424
0;1;0;0;-0.0052823984772903424
0;1;0;0;-0.0052823984772903424
0;1;0;0;-0.0052823984772903424
0;1;0;0;-0.0052823984772903424
0;1;0;0;-0.2972686041485374
0;1;0;0;0.7511752143425845
0;1;0;0;-0.11658048239979472
0;1;0;0;0.8486177824903808
0;1;0;0;0.8448944112749749
0;1;0;0;-0.04429773805531077
0;1;0;0;-0.03805594637681067
0;1;0;0;0.9006357570416937
0;1;0;0;0.8912336185459403
0;1;0;0;0.8912336185459403
0;1;0;0;-0.01922327858028914
0;1;0;0;-0.01922327858028914
0;1;0;0;-0.01922327858028914
0;1;0;0;0.8057977024721095
0;1;0;0;0.8057977024721095
0;1;0;0;0.8057977024721095
0;1;0;0;0.8057977024721095
0;1;0;0;-0.006959577210372421
0;1;0;0;-0.006959577210372421
0;1;0;0;-0.006959577210372421
0;1;0;0;-0.006959577210372421
0;1;0;0;-0.006959577210372421
0;1;0;0;-0.006959577210372421
0;1;0;0;-0.006959577210372421
0;1;0;0;-0.006959577210372421
0;1;0;0;-0.006959577210372421
0;1;0;0;-0.006959577210372421
0;1;0;0;-0.266355979132998
0;1;0;0;0.8044008991973892
0;1;0;0;-0.11459985411849803
0;1;0;0;0.8459102286563301
0;1;0;0;0.9137477205416199
0;1;0;0;-0.04078874125343019
0;1;0;0;-0.03298128935768601
0;1;0;0;0.9051551826869814
0;1;0;0;0.8850547616455361
0;1;0;0;0.8850547616455361
0;1;0;0;-0.023023663681839078
0;1;0;0;-0.023023663681839078
0;1;0;0;-0.023023663681839078
0;1;0;0;0.8957366147567123
0;1;0;0;0.8957366147567123
0;1;0;0;0.8957366147567123
0;1;0;0;0.8957366147567123
0;1;0;0;-0.007339460336066168
0;1;0;0;-0.007339460336066168
0;1;0;0;-0.007339460336066168
0;1;0;0;-0.007339460336066168
0;1;0;0;-0.007339460336066168
0;1;0;0;-0.007339460336066168
0;1;0;0;-0.007339460336066168
0;1;0;0;-0.007339460336066168
0;1;0;0;-0.007339460336066168
0;1;0;0;-0.007339460336066168
0;1;0;0;-0.31557838973466457
0;1;0;0;0.673667608664963
0;1;0;0;-0.10038043751261974
0;1;0;0;0.411908385248021
0;1;0;0;0.9626452868942332
0;1;0;0;-0.02567460428020954
0;1;0;0;-0.02303549502790879
0;1;0;0;0.9762923271436126
0;1;0;0;0.19212603072673515
0;1;0;0;0.19212603072673515
0;1;0;0;-0.013102125600395222
0;1;0;0;-0.013102125600395222
0;1;0;0;-0.013102125600395222
0;1;0;0;0.9626599693457267
0;1;0;0;0.9626599693457267
0;1;0;0;0.9626599693457267
0;1;0;0;0.9626599693457267
0;1;0;0;-0.002604409392146533
0;1;0;0;-0.002604409392146533
0;1;0;0;-0.002604409392146533
0;1;0;0;-0.002604409392146533
0;1;0;0;-0.002604409392146533
0;1;0;0;-0.002604409392146533
0;1;0;0;-0.002604409392146533
0;1;0;0;-0.002604409392146533
0;1;0;0;-0.002604409392146533
0;1;0;0;-0.002604409392146533
0;1;0;0;-0.26296313004592664
0;1;0;0;0.7172791177322484
0;1;0;0;-0.0875349436946107
0;1;0;0;0.83390878595336
0;1;0;0;0.9082971604288729
0;1;0;0;-0.02991351812912461
0;1;0;0;-0.04093715472215645
0;1;0;0;0.9363266701882575
0;1;0;0;0.9045393993940122
0;1;0;0;0.9045393993940122
0;1;0;0;-0.02123173369114856
0;1;0;0;-0.02123173369114856
0;1;0;0;-0.02123173369114856
0;1;0;0;0.8812483219360304
0;1;0;0;0.8812483219360304
0;1;0;0;0.8812483219360304
0;1;0;0;0.8812483219360304
0;1;0;0;-0.0076826902857078435
0;1;0;0;-0.0076826902857078435
0;1;0;0;-0.0076826902857078435
0;1;0;0;-0.0076826902857078435
0;1;0;0;-0.0076826902857078435
0;1;0;0;-0.0076826902857078435
0;1;0;0;-0.0076826902857078435
0;1;0;0;-0.0076826902857078435
0;1;0;0;-0.0076826902857078435
0;1;0;0;-0.0076826902857078435
0;1;0;0;-0.31292896038578255
0;1;0;0;0.7958715068988337
0;1;0;0;-0.04329234902376019
0;1;0;0;0.8845273351085227
0;1;0;0;0.8199822117823223
0;1;0;0;-0.00571493497677279
0;1;0;0;-3.2820315331421744E-4
0;1;0;0;0.8499178726051383
0;1;0;0;0.8614389738014264
0;1;0;0;0.8614389738014264
0;1;0;0;-0.010992022776997257
0;1;0;0;-0.010992022776997257
0;1;0;0;-0.010992022776997257
0;1;0;0;0.6872661526881438
0;1;0;0;0.6872661526881438
0;1;0;0;0.6872661526881438
0;1;0;0;0.6872661526881438
0;1;0;0;-0.0036941642169939625
0;1;0;0;-0.0036941642169939625
0;1;0;0;-0.0036941642169939625
0;1;0;0;-0.0036941642169939625
0;1;0;0;-0.0036941642169939625
0;1;0;0;-0.0036941642169939625
0;1;0;0;-0.0036941642169939625
0;1;0;0;-0.0036941642169939625
0;1;0;0;-0.0036941642169939625
0;1;0;0;-0.0036941642169939625
0;1;0;0;-0.4305512989619137
0;1;0;0;0.8403449976778761
0;1;0;0;-0.09922474192971431
0;1;0;0;0.9156072439254181
0;1;0;0;0.9374109996988581
0;1;0;0;-0.03235674804090322
0;1;0;0;-0.0032577386647853874
0;1;0;0;0.931867867841841
0;1;0;0;0.8742298771933665
0;1;0;0;0.8742298771933665
0;1;0;0;-0.01380224333216945
0;1;0;0;-0.01380224333216945
0;1;0;0;-0.01380224333216945
0;1;0;0;0.901536049992792
0;1;0;0;0.901536049992792
0;1;0;0;0.901536049992792
0;1;0;0;0.901536049992792
0;1;0;0;-0.004261274722103411
0;1;0;0;-0.004261274722103411
0;1;0;0;-0.004261274722103411
0;1;0;0;-0.004261274722103411
0;1;0;0;-0.004261274722103411
0;1;0;0;-0.004261274722103411
0;1;0;0;-0.004261274722103411
0;1;0;0;-0.004261274722103411
0;1;0;0;-0.004261274722103411
0;1;0;0;-0.004261274722103411
0;1;0;0;-0.2633253296216706
0;1;0;0;0.7588400142133089
0;1;0;0;-0.07657261156713614
0;1;0;0;0.7819667938563047
0;1;0;0;0.8001024054439573
0;1;0;0;-0.032246908599599985
0;1;0;0;-0.015572254133309643
0;1;0;0;0.813072215564816
0;1;0;0;0.7373594988836143
0;1;0;0;0.7373594988836143
0;1;0;0;-0.012380037909712493
0;1;0;0;-0.012380037909712493
0;1;0;0;-0.012380037909712493
0;1;0;0;0.5938632138653452
0;1;0;0;0.5938632138653452
0;1;0;0;0.5938632138653452
0;1;0;0;0.5938632138653452
0;1;0;0;-0.004008039317104386
0;1;0;0;-0.004008039317104386
0;1;0;0;-0.004008039317104386
0;1;0;0;-0.004008039317104386
0;1;0;0;-0.004008039317104386
0;1;0;0;-0.004008039317104386
0;1;0;0;-0.004008039317104386
0;1;0;0;-0.004008039317104386
0;1;0;0;-0.004008039317104386
0;1;0;0;-0.004008039317104386
0;1;0;0;-0.2624693040579448
0;1;0;0;0.8186987149647164
0;1;0;0;-0.006255153888666726
0;1;0;0;0.9176903235966278
0;1;0;0;0.9450773728848175
0;1;0;0;-0.0062561171568713495
0;1;0;0;-0.009887291103743062
0;1;0;0;0.8718922191370606
0;1;0;0;0.8973248301466329
0;1;0;0;0.8973248301466329
0;1;0;0;-0.009423118201740993
0;1;0;0;-0.009423118201740993
0;1;0;0;-0.009423118201740993
0;1;0;0;0.7918766148151056
0;1;0;0;0.7918766148151056
0;1;0;0;0.7918766148151056
0;1;0;0;0.7918766148151056
0;1;0;0;-0.0025132537727864624
0;1;0;0;-0.0025132537727864624
0;1;0;0;-0.0025132537727864624
0;1;0;0;-0.0025132537727864624
0;1;0;0;-0.0025132537727864624
0;1;0;0;-0.0025132537727864624
0;1;0;0;-0.0025132537727864624
0;1;0;0;-0.0025132537727864624
0;1;0;0;-0.0025132537727864624
0;1;0;0;-0.0025132537727864624
0;1;0;0;-0.46926962026064123
0;1;0;0;0.7423397171362416
0;1;0;0;-0.055773944133966635
0;1;0;0;0.9047090858696395
0;1;0;0;0.9335179528358265
0;1;0;0;-0.029661618727425575
0;1;0;0;-0.023141112605169226
0;1;0;0;0.9632275405935
0;1;0;0;0.889316279913112
0;1;0;0;0.889316279913112
0;1;0;0;-0.014568078648962798
0;1;0;0;-0.014568078648962798
0;1;0;0;-0.014568078648962798
0;1;0;0;0.9312397674846591
0;1;0;0;0.9312397674846591
0;1;0;0;0.9312397674846591
0;1;0;0;0.9312397674846591
0;1;0;0;-0.005927295256096456
0;1;0;0;-0.005927295256096456
0;1;0;0;-0.005927295256096456
0;1;0;0;-0.005927295256096456
0;1;0;0;-0.005927295256096456
0;1;0;0;-0.005927295256096456
0;1;0;0;-0.005927295256096456
0;1;0;0;-0.005927295256096456
0;1;0;0;-0.005927295256096456
0;1;0;0;-0.005927295256096456
0;1;0;1;-0.35345923419925523
0;1;0;1;0.3297218830758338
0;1;0;1;-0.00743182177472921
0;1;0;1;0.11732342446383316
0;1;0;1;0.27586883330484957
0;1;0;1;0.09253644783133314
0;1;0;1;0.0843188572532841
0;1;0;1;0.2695654541457875
0;1;0;1;0.19325376888434448
0;1;0;1;0.19325376888434448
0;1;0;1;0.05688281152474397
0;1;0;1;0.05688281152474397
0;1;0;1;0.05688281152474397
0;1;0;1;0.21600195519772097
0;1;0;1;0.21600195519772097
0;1;0;1;0.21600195519772097
0;1;0;1;0.21600195519772097
0;1;0;1;0.03664749712110549
0;1;0;1;0.03664749712110549
0;1;0;1;0.03664749712110549
0;1;0;1;0.03664749712110549
0;1;0;1;0.03664749712110549
0;1;0;1;0.03664749712110549
0;1;0;1;0.03664749712110549
0;1;0;1;0.03664749712110549
0;1;0;1;0.03664749712110549
0;1;0;1;0.03664749712110549
0;1;0;1;-0.26193841118683325
0;1;0;1;0.03930366434763738
0;1;0;1;0.09770276474742737
0;1;0;1;0.13610188060217604
0;1;0;1;0.1653087742860697
0;1;0;1;0.15049553156348938
0;1;0;1;0.15564246514606406
0;1;0;1;0.1631936337665966
0;1;0;1;0.10301035738595485
0;1;0;1;0.10301035738595485
0;1;0;1;0.0783655396025605
0;1;0;1;0.0783655396025605
0;1;0;1;0.0783655396025605
0;1;0;1;0.06171456837742071
0;1;0;1;0.06171456837742071
0;1;0;1;0.06171456837742071
0;1;0;1;0.06171456837742071
0;1;0;1;0.035308027745477935
0;1;0;1;0.035308027745477935
0;1;0;1;0.035308027745477935
0;1;0;1;0.035308027745477935
0;1;0;1;0.035308027745477935
0;1;0;1;0.035308027745477935
0;1;0;1;0.035308027745477935
0;1;0;1;0.035308027745477935
0;1;0;1;0.035308027745477935
0;1;0;1;0.035308027745477935
0;1;0;1;-0.2612216073553753
0;1;0;1;-0.008106592848476087
0;1;0;1;0.08197527119326108
0;1;0;1;0.10865830494948595
0;1;0;1;0.09146983958078299
0;1;0;1;0.12021384615288916
0;1;0;1;0.1545957532253587
0;1;0;1;0.10167450076912325
0;1;0;1;0.11039954032502829
0;1;0;1;0.11039954032502829
0;1;0;1;0.08082116453242214
0;1;0;1;0.08082116453242214
0;1;0;1;0.08082116453242214
0;1;0;1;0.040368513654837984
0;1;0;1;0.040368513654837984
0;1;0;1;0.040368513654837984
0;1;0;1;0.040368513654837984
0;1;0;1;0.03510514670118553
0;1;0;1;0.03510514670118553
0;1;0;1;0.03510514670118553
0;1;0;1;0.03510514670118553
0;1;0;1;0.03510514670118553
0;1;0;1;0.03510514670118553
0;1;0;1;0.03510514670118553
0;1;0;1;0.03510514670118553
0;1;0;1;0.03510514670118553
0;1;0;1;0.03510514670118553
0;1;0;1;-0.33988731868642214
0;1;0;1;0.7331997499400029
0;1;0;1;-0.0457003064202941
0;1;0;1;0.06447098522828403
0;1;0;1;0.9039069877435666
0;1;0;1;0.06027977430823888
0;1;0;1;0.06161501003517089
0;1;0;1;0.8550473941502037
0;1;0;1;0.06503386256308578
0;1;0;1;0.06503386256308578
0;1;0;1;0.04266301322504619
0;1;0;1;0.04266301322504619
0;1;0;1;0.04266301322504619
0;1;0;1;0.7621177314471482
0;1;0;1;0.7621177314471482
0;1;0;1;0.7621177314471482
0;1;0;1;0.7621177314471482
0;1;0;1;0.02739435415211799
0;1;0;1;0.02739435415211799
0;1;0;1;0.02739435415211799
0;1;0;1;0.02739435415211799
0;1;0;1;0.02739435415211799
0;1;0;1;0.02739435415211799
0;1;0;1;0.02739435415211799
0;1;0;1;0.02739435415211799
0;1;0;1;0.02739435415211799
0;1;0;1;0.02739435415211799
0;1;0;1;-0.31392423188203894
0;1;0;1;-0.050957168534076024
0;1;0;1;0.015506835655783329
0;1;0;1;0.062494675037794586
0;1;0;1;0.06542648258977085
0;1;0;1;0.07011355748170532
0;1;0;1;0.09326502769079445
0;1;0;1;0.047967282098426746
0;1;0;1;0.056277578886528005
0;1;0;1;0.056277578886528005
0;1;0;1;0.04646061582631486
0;1;0;1;0.04646061582631486
0;1;0;1;0.04646061582631486
0;1;0;1;0.026031430676980574
0;1;0;1;0.026031430676980574
0;1;0;1;0.026031430676980574
0;1;0;1;0.026031430676980574
0;1;0;1;0.021043299342928697
0;1;0;1;0.021043299342928697
0;1;0;1;0.021043299342928697
0;1;0;1;0.021043299342928697
0;1;0;1;0.021043299342928697
0;1;0;1;0.021043299342928697
0;1;0;1;0.021043299342928697
0;1;0;1;0.021043299342928697
0;1;0;1;0.021043299342928697
0;1;0;1;0.021043299342928697
0;1;0;1;-0.2613611911215813
0;1;0;1;-0.045228716876965724
0;1;0;1;0.0667316963873567
0;1;0;1;0.0955642259401138
0;1;0;1;0.0680547709751127
0;1;0;1;0.10220625337611244
0;1;0;1;0.11905458220923647
0;1;0;1;0.07867056591885728
0;1;0;1;0.10975803348819575
0;1;0;1;0.10975803348819575
0;1;0;1;0.057809146417186145
0;1;0;1;0.057809146417186145
0;1;0;1;0.057809146417186145
0;1;0;1;0.055229140332979314
0;1;0;1;0.055229140332979314
0;1;0;1;0.055229140332979314
0;1;0;1;0.055229140332979314
0;1;0;1;0.04982396997184945
0;1;0;1;0.04982396997184945
0;1;0;1;0.04982396997184945
0;1;0;1;0.04982396997184945
0;1;0;1;0.04982396997184945
0;1;0;1;0.04982396997184945
0;1;0;1;0.04982396997184945
0;1;0;1;0.04982396997184945
0;1;0;1;0.04982396997184945
0;1;0;1;0.04982396997184945
0;1;0;1;-0.29078308784313056
0;1;0;1;-0.002127641443532832
0;1;0;1;0.0479285323992016
0;1;0;1;0.06001788229346384
0;1;0;1;0.09841139506165553
0;1;0;1;0.08984813928464874
0;1;0;1;0.07764158369748449
0;1;0;1;0.03296728803964783
0;1;0;1;0.037358815218095906
0;1;0;1;0.037358815218095906
0;1;0;1;0.04315508093331133
0;1;0;1;0.04315508093331133
0;1;0;1;0.04315508093331133
0;1;0;1;0.027135696952779537
0;1;0;1;0.027135696952779537
0;1;0;1;0.027135696952779537
0;1;0;1;0.027135696952779537
0;1;0;1;0.023989973571903724
0;1;0;1;0.023989973571903724
0;1;0;1;0.023989973571903724
0;1;0;1;0.023989973571903724
0;1;0;1;0.023989973571903724
0;1;0;1;0.023989973571903724
0;1;0;1;0.023989973571903724
0;1;0;1;0.023989973571903724
0;1;0;1;0.023989973571903724
0;1;0;1;0.023989973571903724
0;1;0;1;-0.29094716382298597
0;1;0;1;-0.07359198716929659
0;1;0;1;-0.007530575318164919
0;1;0;1;0.03459322668648427
0;1;0;1;0.03300904028791176
0;1;0;1;0.0759804360295509
0;1;0;1;0.07307596269073095
0;1;0;1;0.0662321751418128
0;1;0;1;0.04353569904683336
0;1;0;1;0.04353569904683336
0;1;0;1;0.05051116849341651
0;1;0;1;0.05051116849341651
0;1;0;1;0.05051116849341651
0;1;0;1;0.03669558167178113
0;1;0;1;0.03669558167178113
0;1;0;1;0.03669558167178113
0;1;0;1;0.03669558167178113
0;1;0;1;0.0263357614852067
0;1;0;1;0.0263357614852067
0;1;0;1;0.0263357614852067
0;1;0;1;0.0263357614852067
0;1;0;1;0.0263357614852067
0;1;0;1;0.0263357614852067
0;1;0;1;0.0263357614852067
0;1;0;1;0.0263357614852067
0;1;0;1;0.0263357614852067
0;1;0;1;0.0263357614852067
0;1;0;1;-0.2680125553998091
0;1;0;1;0.032760497601474876
0;1;0;1;0.06883620652634531
0;1;0;1;0.12531522236778708
0;1;0;1;0.08922207593150547
0;1;0;1;0.09210651989808678
0;1;0;1;0.1028596886325599
0;1;0;1;0.10179996055182543
0;1;0;1;0.062147074579869864
0;1;0;1;0.062147074579869864
0;1;0;1;0.04677884265963945
0;1;0;1;0.04677884265963945
0;1;0;1;0.04677884265963945
0;1;0;1;0.027268829477311744
0;1;0;1;0.027268829477311744
0;1;0;1;0.027268829477311744
0;1;0;1;0.027268829477311744
0;1;0;1;0.023926014099425377
0;1;0;1;0.023926014099425377
0;1;0;1;0.023926014099425377
0;1;0;1;0.023926014099425377
0;1;0;1;0.023926014099425377
0;1;0;1;0.023926014099425377
0;1;0;1;0.023926014099425377
0;1;0;1;0.023926014099425377
0;1;0;1;0.023926014099425377
0;1;0;1;0.023926014099425377
0;1;0;1;-0.26154057188150576
0;1;0;1;-0.008108596831655133
0;1;0;1;0.07477264621122502
0;1;0;1;0.1282534919232977
0;1;0;1;0.13688003789772787
0;1;0;1;0.12420512840661542
0;1;0;1;0.13915455895843604
0;1;0;1;0.10218515453273483
0;1;0;1;0.08624420672600386
0;1;0;1;0.08624420672600386
0;1;0;1;0.06780229155452315
0;1;0;1;0.06780229155452315
0;1;0;1;0.06780229155452315
0;1;0;1;0.05415809603104568
0;1;0;1;0.05415809603104568
0;1;0;1;0.05415809603104568
0;1;0;1;0.05415809603104568
0;1;0;1;0.043921900818726156
0;1;0;1;0.043921900818726156
0;1;0;1;0.043921900818726156
0;1;0;1;0.043921900818726156
0;1;0;1;0.043921900818726156
0;1;0;1;0.043921900818726156
0;1;0;1;0.043921900818726156
0;1;0;1;0.043921900818726156
0;1;0;1;0.043921900818726156
0;1;0;1;0.043921900818726156
0;1;0;1;-0.2706047987713249
0;1;0;1;0.8872642193879253
0;1;0;1;0.07974023170876628
0;1;0;1;0.6126485399437908
0;1;0;1;0.6959870277876844
0;1;0;1;0.16325415203041774
0;1;0;1;0.11514192807185279
0;1;0;1;0.7000046681693981
0;1;0;1;0.6449324634029232
0;1;0;1;0.6449324634029232
0;1;0;1;0.10784254096430497
0;1;0;1;0.10784254096430497
0;1;0;1;0.10784254096430497
0;1;0;1;0.48774193587933606
0;1;0;1;0.48774193587933606
0;1;0;1;0.48774193587933606
0;1;0;1;0.48774193587933606
0;1;0;1;0.04786563998109741
0;1;0;1;0.04786563998109741
0;1;0;1;0.04786563998109741
0;1;0;1;0.04786563998109741
0;1;0;1;0.04786563998109741
0;1;0;1;0.04786563998109741
0;1;0;1;0.04786563998109741
0;1;0;1;0.04786563998109741
0;1;0;1;0.04786563998109741
0;1;0;1;0.04786563998109741
0;1;0;1;-0.3340446692146902
0;1;0;1;0.4516881947732572
0;1;0;1;0.028548744565849514
0;1;0;1;0.287239857933854
0;1;0;1;0.3431468309287399
0;1;0;1;0.10483442984067731
0;1;0;1;0.0844253270310224
0;1;0;1;0.4277386185809659
0;1;0;1;0.20187119793247893
0;1;0;1;0.20187119793247893
0;1;0;1;0.06273348053317632
0;1;0;1;0.06273348053317632
0;1;0;1;0.06273348053317632
0;1;0;1;0.22246899111916724
0;1;0;1;0.22246899111916724
0;1;0;1;0.22246899111916724
0;1;0;1;0.22246899111916724
0;1;0;1;0.033552302131314035
0;1;0;1;0.033552302131314035
0;1;0;1;0.033552302131314035
0;1;0;1;0.033552302131314035
0;1;0;1;0.033552302131314035
0;1;0;1;0.033552302131314035
0;1;0;1;0.033552302131314035
0;1;0;1;0.033552302131314035
0;1;0;1;0.033552302131314035
0;1;0;1;0.033552302131314035
0;1;0;1;-0.2712404415272282
0;1;0;1;0.4563746870411838
0;1;0;1;0.04740592029624309
0;1;0;1;0.1201171411315627
0;1;0;1;0.8222482802495052
0;1;0;1;0.10271250206046799
0;1;0;1;0.10949432229876604
0;1;0;1;0.8561791674358925
0;1;0;1;0.22798099118824502
0;1;0;1;0.22798099118824502
0;1;0;1;0.07353834559623561
0;1;0;1;0.07353834559623561
0;1;0;1;0.07353834559623561
0;1;0;1;0.7061904721368429
0;1;0;1;0.7061904721368429
0;1;0;1;0.7061904721368429
0;1;0;1;0.7061904721368429
0;1;0;1;0.04015361989264896
0;1;0;1;0.04015361989264896
0;1;0;1;0.04015361989264896
0;1;0;1;0.04015361989264896
0;1;0;1;0.04015361989264896
0;1;0;1;0.04015361989264896
0;1;0;1;0.04015361989264896
0;1;0;1;0.04015361989264896
0;1;0;1;0.04015361989264896
0;1;0;1;0.04015361989264896
0;1;0;1;-0.2618421887546228
0;1;0;1;0.7893116248854027
0;1;0;1;0.05599476329098287
0;1;0;1;0.0715005573481547
0;1;0;1;0.8874035235986494
0;1;0;1;0.12255134433217872
0;1;0;1;0.11223689365116025
0;1;0;1;0.9107292946466227
0;1;0;1;0.06367089507258387
0;1;0;1;0.06367089507258387
0;1;0;1;0.04420803251767744
0;1;0;1;0.04420803251767744
0;1;0;1;0.04420803251767744
0;1;0;1;0.8131383071341778
0;1;0;1;0.8131383071341778
0;1;0;1;0.8131383071341778
0;1;0;1;0.8131383071341778
0;1;0;1;0.03685518840423577
0;1;0;1;0.03685518840423577
0;1;0;1;0.03685518840423577
0;1;0;1;0.03685518840423577
0;1;0;1;0.03685518840423577
0;1;0;1;0.03685518840423577
0;1;0;1;0.03685518840423577
0;1;0;1;0.03685518840423577
0;1;0;1;0.03685518840423577
0;1;0;1;0.03685518840423577
0;1;0;1;-0.26677007348678866
0;1;0;1;-0.04891283899999973
