distance-to-activities-coefficient;density-coefficient;distance-to-center-coefficient;distance-to-roads-coefficient;moran
0;0;0;1;0.1569978319419834
0;0;0;1;0.1569978319419834
0;0;0;1;0.1569978319419834
0;0;0;1;0.1569978319419834
0;0;0;1;0.1569978319419834
0;0;0;1;0.1569978319419834
0;0;0;1;-0.2824951006270547
0;0;0;1;-0.03380447671238452
0;0;0;1;0.006229208213578075
0;0;0;1;0.03920990729245696
0;0;0;1;0.07092306172990485
0;0;0;1;0.06749295615873022
0;0;0;1;0.09309139054278291
0;0;0;1;0.10008718269249448
0;0;0;1;0.11809429877534924
0;0;0;1;0.11809429877534924
0;0;0;1;0.12292555778954362
0;0;0;1;0.12292555778954362
0;0;0;1;0.12292555778954362
0;0;0;1;0.12807845114736063
0;0;0;1;0.12807845114736063
0;0;0;1;0.12807845114736063
0;0;0;1;0.12807845114736063
0;0;0;1;0.12646715297043684
0;0;0;1;0.12646715297043684
0;0;0;1;0.12646715297043684
0;0;0;1;0.12646715297043684
0;0;0;1;0.12646715297043684
0;0;0;1;0.12646715297043684
0;0;0;1;0.12646715297043684
0;0;0;1;0.12646715297043684
0;0;0;1;0.12646715297043684
0;0;0;1;0.12646715297043684
0;0;0;1;-0.26528510297772523
0;0;0;1;0.006268899771870567
0;0;0;1;0.06579598205933213
0;0;0;1;0.09433845949035746
0;0;0;1;0.1116790956724621
0;0;0;1;0.0982365397766275
0;0;0;1;0.09553421116104696
0;0;0;1;0.10251488418858865
0;0;0;1;0.11691820496651491
0;0;0;1;0.11691820496651491
0;0;0;1;0.12300221366155169
0;0;0;1;0.12300221366155169
0;0;0;1;0.12300221366155169
0;0;0;1;0.13667260394446218
0;0;0;1;0.13667260394446218
0;0;0;1;0.13667260394446218
0;0;0;1;0.13667260394446218
0;0;0;1;0.12030675471333449
0;0;0;1;0.12030675471333449
0;0;0;1;0.12030675471333449
0;0;0;1;0.12030675471333449
0;0;0;1;0.12030675471333449
0;0;0;1;0.12030675471333449
0;0;0;1;0.12030675471333449
0;0;0;1;0.12030675471333449
0;0;0;1;0.12030675471333449
0;0;0;1;0.12030675471333449
0;0;0;1;-0.2907858240680159
0;0;0;1;-0.1527183956019313
0;0;0;1;-0.037084925942829514
0;0;0;1;-0.003628924703836299
0;0;0;1;0.050782121177012744
0;0;0;1;0.06311100309005108
0;0;0;1;0.08471288938525795
0;0;0;1;0.09447487856814982
0;0;0;1;0.10565892759659741
0;0;0;1;0.10565892759659741
0;0;0;1;0.11861036592870959
0;0;0;1;0.11861036592870959
0;0;0;1;0.11861036592870959
0;0;0;1;0.1386161775122909
0;0;0;1;0.1386161775122909
0;0;0;1;0.1386161775122909
0;0;0;1;0.1386161775122909
0;0;0;1;0.14348506860201593
0;0;0;1;0.14348506860201593
0;0;0;1;0.14348506860201593
0;0;0;1;0.14348506860201593
0;0;0;1;0.14348506860201593
0;0;0;1;0.14348506860201593
0;0;0;1;0.14348506860201593
0;0;0;1;0.14348506860201593
0;0;0;1;0.14348506860201593
0;0;0;1;0.14348506860201593
0;0;0;1;-0.3073672245669838
0;0;0;1;-0.08417046275863709
0;0;0;1;-0.014821410888854566
0;0;0;1;0.021657347710698
0;0;0;1;0.07203897388566798
0;0;0;1;0.09653001919293731
0;0;0;1;0.1173777033028158
0;0;0;1;0.11250270328975513
0;0;0;1;0.1374278242955544
0;0;0;1;0.1374278242955544
0;0;0;1;0.145136080276597
0;0;0;1;0.145136080276597
0;0;0;1;0.145136080276597
0;0;0;1;0.1531931206710291
0;0;0;1;0.1531931206710291
0;0;0;1;0.1531931206710291
0;0;0;1;0.1531931206710291
0;0;0;1;0.1679221096100486
0;0;0;1;0.1679221096100486
0;0;0;1;0.1679221096100486
0;0;0;1;0.1679221096100486
0;0;0;1;0.1679221096100486
0;0;0;1;0.1679221096100486
0;0;0;1;0.1679221096100486
0;0;0;1;0.1679221096100486
0;0;0;1;0.1679221096100486
0;0;0;1;0.1679221096100486
0;0;0;1;-0.27962790690176054
0;0;0;1;-0.08919863894010008
0;0;0;1;-0.013272214079079775
0;0;0;1;0.01481765240356528
0;0;0;1;0.0397718411587174
0;0;0;1;0.060027933062326816
0;0;0;1;0.06740433136222304
0;0;0;1;0.0772791956604543
0;0;0;1;0.08688287317737968
0;0;0;1;0.08688287317737968
0;0;0;1;0.10429040416277707
0;0;0;1;0.10429040416277707
0;0;0;1;0.10429040416277707
0;0;0;1;0.10562496183962883
0;0;0;1;0.10562496183962883
0;0;0;1;0.10562496183962883
0;0;0;1;0.10562496183962883
0;0;0;1;0.09965455933529728
0;0;0;1;0.09965455933529728
0;0;0;1;0.09965455933529728
0;0;0;1;0.09965455933529728
0;0;0;1;0.09965455933529728
0;0;0;1;0.09965455933529728
0;0;0;1;0.09965455933529728
0;0;0;1;0.09965455933529728
0;0;0;1;0.09965455933529728
0;0;0;1;0.09965455933529728
0;0;0;1;-0.3333333333333333
0;0;0;1;0.5794304262185456
0;0;0;1;-0.03079909522084408
0;0;0;1;0.03998474128886173
0;0;0;1;0.3696837780828795
0;0;0;1;0.08071464982013657
0;0;0;1;0.09560371081201643
0;0;0;1;0.28048378689990283
0;0;0;1;0.8955510809140906
0;0;0;1;0.8955510809140906
0;0;0;1;0.14146310388191366
0;0;0;1;0.14146310388191366
0;0;0;1;0.14146310388191366
0;0;0;1;0.8565717873790031
0;0;0;1;0.8565717873790031
0;0;0;1;0.8565717873790031
0;0;0;1;0.8565717873790031
0;0;0;1;0.15388063382659609
0;0;0;1;0.15388063382659609
0;0;0;1;0.15388063382659609
0;0;0;1;0.15388063382659609
0;0;0;1;0.15388063382659609
0;0;0;1;0.15388063382659609
0;0;0;1;0.15388063382659609
0;0;0;1;0.15388063382659609
0;0;0;1;0.15388063382659609
0;0;0;1;0.15388063382659609
0;0;0;1;-0.29533303817914525
0;0;0;1;-0.024757969808839545
0;0;0;1;0.06791810553812472
0;0;0;1;0.10201516013046465
0;0;0;1;0.10418136834724455
0;0;0;1;0.08757525274404247
0;0;0;1;0.10272649516177663
0;0;0;1;0.12305228620562644
0;0;0;1;0.11674864736217981
0;0;0;1;0.11674864736217981
0;0;0;1;0.12599634082541702
0;0;0;1;0.12599634082541702
0;0;0;1;0.12599634082541702
0;0;0;1;0.14207546664269752
0;0;0;1;0.14207546664269752
0;0;0;1;0.14207546664269752
0;0;0;1;0.14207546664269752
0;0;0;1;0.12564653196241665
0;0;0;1;0.12564653196241665
0;0;0;1;0.12564653196241665
0;0;0;1;0.12564653196241665
0;0;0;1;0.12564653196241665
0;0;0;1;0.12564653196241665
0;0;0;1;0.12564653196241665
0;0;0;1;0.12564653196241665
0;0;0;1;0.12564653196241665
0;0;0;1;0.12564653196241665
0;0;0;1;-0.2625712580607953
0;0;0;1;-0.1055577689292994
0;0;0;1;-0.043741672709003136
0;0;0;1;0.01227400158901732
0;0;0;1;0.04169972055786942
0;0;0;1;0.030217054334762634
0;0;0;1;0.0576693822377982
0;0;0;1;0.07418282581979614
0;0;0;1;0.07828642453259568
0;0;0;1;0.07828642453259568
0;0;0;1;0.08819692252400164
0;0;0;1;0.08819692252400164
0;0;0;1;0.08819692252400164
0;0;0;1;0.09808812868938539
0;0;0;1;0.09808812868938539
0;0;0;1;0.09808812868938539
0;0;0;1;0.09808812868938539
0;0;0;1;0.10054051729904079
0;0;0;1;0.10054051729904079
0;0;0;1;0.10054051729904079
0;0;0;1;0.10054051729904079
0;0;0;1;0.10054051729904079
0;0;0;1;0.10054051729904079
0;0;0;1;0.10054051729904079
0;0;0;1;0.10054051729904079
0;0;0;1;0.10054051729904079
0;0;0;1;0.10054051729904079
0;0;0;1;-0.2725023918265132
0;0;0;1;-0.12933624132566363
0;0;0;1;-0.01531676329658598
0;0;0;1;0.0016127977271678184
0;0;0;1;0.034292563807798646
0;0;0;1;0.040862829139908
0;0;0;1;0.06720345580734333
0;0;0;1;0.07679189243132653
0;0;0;1;0.08532889982229093
0;0;0;1;0.08532889982229093
0;0;0;1;0.10182963267247339
0;0;0;1;0.10182963267247339
0;0;0;1;0.10182963267247339
0;0;0;1;0.10501441143574532
0;0;0;1;0.10501441143574532
0;0;0;1;0.10501441143574532
0;0;0;1;0.10501441143574532
0;0;0;1;0.10311171340299918
0;0;0;1;0.10311171340299918
0;0;0;1;0.10311171340299918
0;0;0;1;0.10311171340299918
0;0;0;1;0.10311171340299918
0;0;0;1;0.10311171340299918
0;0;0;1;0.10311171340299918
0;0;0;1;0.10311171340299918
0;0;0;1;0.10311171340299918
0;0;0;1;0.10311171340299918
0;0;0;1;-0.31627837106369683
0;0;0;1;-0.04413387175342715
0;0;0;1;-0.016260678200776195
0;0;0;1;0.04911390756020217
0;0;0;1;0.0835951458286248
0;0;0;1;0.09102896030765203
0;0;0;1;0.11712504639151895
0;0;0;1;0.1288643964499612
0;0;0;1;0.13358308207443415
0;0;0;1;0.13358308207443415
0;0;0;1;0.1434111185880524
0;0;0;1;0.1434111185880524
0;0;0;1;0.1434111185880524
0;0;0;1;0.15812257555460965
0;0;0;1;0.15812257555460965
0;0;0;1;0.15812257555460965
0;0;0;1;0.15812257555460965
0;0;0;1;0.16295571193150124
0;0;0;1;0.16295571193150124
0;0;0;1;0.16295571193150124
0;0;0;1;0.16295571193150124
0;0;0;1;0.16295571193150124
0;0;0;1;0.16295571193150124
0;0;0;1;0.16295571193150124
0;0;0;1;0.16295571193150124
0;0;0;1;0.16295571193150124
0;0;0;1;0.16295571193150124
0;0;0;1;-0.3732265335852953
0;0;0;1;-0.13168561979046345
0;0;0;1;-0.054360457617901335
0;0;0;1;-0.0077737440158050265
0;0;0;1;0.020011552380994224
0;0;0;1;0.03524762258540367
0;0;0;1;0.044976183051225534
0;0;0;1;0.0626274211334825
0;0;0;1;0.07708463270647055
0;0;0;1;0.07708463270647055
0;0;0;1;0.08554527088338584
0;0;0;1;0.08554527088338584
0;0;0;1;0.08554527088338584
0;0;0;1;0.09302940916124071
0;0;0;1;0.09302940916124071
0;0;0;1;0.09302940916124071
0;0;0;1;0.09302940916124071
0;0;0;1;0.08467715844566379
0;0;0;1;0.08467715844566379
0;0;0;1;0.08467715844566379
0;0;0;1;0.08467715844566379
0;0;0;1;0.08467715844566379
0;0;0;1;0.08467715844566379
0;0;0;1;0.08467715844566379
0;0;0;1;0.08467715844566379
0;0;0;1;0.08467715844566379
0;0;0;1;0.08467715844566379
0;0;0;1;-0.31989939495733316
0;0;0;1;-0.035711368565065925
0;0;0;1;0.03778020534319079
0;0;0;1;0.07340975071724272
0;0;0;1;0.10216242238092825
0;0;0;1;0.09849482884990685
0;0;0;1;0.12714985634313716
0;0;0;1;0.12798485429199566
0;0;0;1;0.13836996265750076
0;0;0;1;0.13836996265750076
0;0;0;1;0.1407747380151091
0;0;0;1;0.1407747380151091
0;0;0;1;0.1407747380151091
0;0;0;1;0.1462846130730238
0;0;0;1;0.1462846130730238
0;0;0;1;0.1462846130730238
0;0;0;1;0.1462846130730238
0;0;0;1;0.14569303015080576
0;0;0;1;0.14569303015080576
0;0;0;1;0.14569303015080576
0;0;0;1;0.14569303015080576
0;0;0;1;0.14569303015080576
0;0;0;1;0.14569303015080576
0;0;0;1;0.14569303015080576
0;0;0;1;0.14569303015080576
0;0;0;1;0.14569303015080576
0;0;0;1;0.14569303015080576
0;0;0;1;-0.26474127440206446
0;0;0;1;0.006268899771870596
0;0;0;1;0.06609851694095797
0;0;0;1;0.07455960827090559
0;0;0;1;0.0841333186022981
0;0;0;1;0.07673381174395133
0;0;0;1;0.08529066615816364
0;0;0;1;0.10640323601783931
0;0;0;1;0.09653999661026959
0;0;0;1;0.09653999661026959
0;0;0;1;0.10662283279086106
0;0;0;1;0.10662283279086106
0;0;0;1;0.10662283279086106
0;0;0;1;0.12185689914998793
0;0;0;1;0.12185689914998793
0;0;0;1;0.12185689914998793
0;0;0;1;0.12185689914998793
0;0;0;1;0.10580790674410238
0;0;0;1;0.10580790674410238
0;0;0;1;0.10580790674410238
0;0;0;1;0.10580790674410238
0;0;0;1;0.10580790674410238
0;0;0;1;0.10580790674410238
0;0;0;1;0.10580790674410238
0;0;0;1;0.10580790674410238
0;0;0;1;0.10580790674410238
0;0;0;1;0.10580790674410238
0;0;0;1;-0.4202917085665456
0;0;0;1;-0.1469435066020992
0;0;0;1;-0.06670571395917413
0;0;0;1;-0.012926723926147089
0;0;0;1;0.021997673335156627
0;0;0;1;0.040125067805178216
0;0;0;1;0.052865670585226544
0;0;0;1;0.06655264824870352
0;0;0;1;0.07964338102699726
0;0;0;1;0.07964338102699726
0;0;0;1;0.08536910194970238
0;0;0;1;0.08536910194970238
0;0;0;1;0.08536910194970238
0;0;0;1;0.09863242718005318
0;0;0;1;0.09863242718005318
0;0;0;1;0.09863242718005318
0;0;0;1;0.09863242718005318
0;0;0;1;0.08802432651591538
0;0;0;1;0.08802432651591538
0;0;0;1;0.08802432651591538
0;0;0;1;0.08802432651591538
0;0;0;1;0.08802432651591538
0;0;0;1;0.08802432651591538
0;0;0;1;0.08802432651591538
0;0;0;1;0.08802432651591538
0;0;0;1;0.08802432651591538
0;0;0;1;0.08802432651591538
0;0;1;0;-0.3070938461279465
0;0;1;0;-0.15305951024541534
0;0;1;0;-0.037326055448352345
0;0;1;0;0.003384816126025432
0;0;1;0;0.024164906424509098
0;0;1;0;0.036622134690143734
0;0;1;0;0.05754301868759794
0;0;1;0;0.07322899573870847
0;0;1;0;0.08786143813292581
0;0;1;0;0.08786143813292581
0;0;1;0;0.09568222965299104
0;0;1;0;0.09568222965299104
0;0;1;0;0.09568222965299104
0;0;1;0;0.10990555572017482
0;0;1;0;0.10990555572017482
0;0;1;0;0.10990555572017482
0;0;1;0;0.10990555572017482
0;0;1;0;0.11413807642526176
0;0;1;0;0.11413807642526176
0;0;1;0;0.11413807642526176
0;0;1;0;0.11413807642526176
0;0;1;0;0.11413807642526176
0;0;1;0;0.11413807642526176
0;0;1;0;0.11413807642526176
0;0;1;0;0.11413807642526176
0;0;1;0;0.11413807642526176
0;0;1;0;0.11413807642526176
0;0;1;0;-0.28731791653158206
0;0;1;0;-0.09185638772107638
0;0;1;0;-0.021181326171027248
0;0;1;0;0.05351717823120729
0;0;1;0;0.08559639277826234
0;0;1;0;0.10322404820090494
0;0;1;0;0.10370588413623981
0;0;1;0;0.12701376219299002
0;0;1;0;0.14034639940386645
0;0;1;0;0.14034639940386645
0;0;1;0;0.14757788040358802
0;0;1;0;0.14757788040358802
0;0;1;0;0.14757788040358802
0;0;1;0;0.15296312226282782
0;0;1;0;0.15296312226282782
0;0;1;0;0.15296312226282782
0;0;1;0;0.15296312226282782
0;0;1;0;0.15550187600064477
0;0;1;0;0.15550187600064477
0;0;1;0;0.15550187600064477
0;0;1;0;0.15550187600064477
0;0;1;0;0.15550187600064477
0;0;1;0;0.15550187600064477
0;0;1;0;0.15550187600064477
0;0;1;0;0.15550187600064477
0;0;1;0;0.15550187600064477
0;0;1;0;0.15550187600064477
0;0;1;0;-0.2906428680945609
0;0;1;0;-0.1294313831956773
0;0;1;0;-0.05493151027435116
0;0;1;0;-0.04504717200546078
0;0;1;0;0.020255746410922322
0;0;1;0;0.03509556359051606
0;0;1;0;0.03879365494450454
0;0;1;0;0.06187195282401854
0;0;1;0;0.07137778015296466
0;0;1;0;0.07137778015296466
0;0;1;0;0.08277396248557999
0;0;1;0;0.08277396248557999
0;0;1;0;0.08277396248557999
0;0;1;0;0.09332157969443254
0;0;1;0;0.09332157969443254
0;0;1;0;0.09332157969443254
0;0;1;0;0.09332157969443254
0;0;1;0;0.09830232101373058
0;0;1;0;0.09830232101373058
0;0;1;0;0.09830232101373058
0;0;1;0;0.09830232101373058
0;0;1;0;0.09830232101373058
0;0;1;0;0.09830232101373058
0;0;1;0;0.09830232101373058
0;0;1;0;0.09830232101373058
0;0;1;0;0.09830232101373058
0;0;1;0;0.09830232101373058
0;0;1;0;-0.26131553047205347
0;0;1;0;-0.13970397432245046
0;0;1;0;-0.07260211903607
0;0;1;0;0.004842326820942842
0;0;1;0;0.025977073616401194
0;0;1;0;0.0428472590979242
0;0;1;0;0.05619179526975261
0;0;1;0;0.07424494306346499
0;0;1;0;0.08037651621050328
0;0;1;0;0.08037651621050328
0;0;1;0;0.09213540783874359
0;0;1;0;0.09213540783874359
0;0;1;0;0.09213540783874359
0;0;1;0;0.10496465802647965
0;0;1;0;0.10496465802647965
0;0;1;0;0.10496465802647965
0;0;1;0;0.10496465802647965
0;0;1;0;0.10998168821738986
0;0;1;0;0.10998168821738986
0;0;1;0;0.10998168821738986
0;0;1;0;0.10998168821738986
0;0;1;0;0.10998168821738986
0;0;1;0;0.10998168821738986
0;0;1;0;0.10998168821738986
0;0;1;0;0.10998168821738986
0;0;1;0;0.10998168821738986
0;0;1;0;0.10998168821738986
0;0;1;0;-0.45903088662177294
0;0;1;0;-0.146352561553885
0;0;1;0;-0.09558407088219867
0;0;1;0;-0.040249992034166335
0;0;1;0;0.004391332025110588
0;0;1;0;0.010810589810156005
0;0;1;0;0.03217770623820511
0;0;1;0;0.038935547827965294
0;0;1;0;0.06015406189497778
0;0;1;0;0.06015406189497778
0;0;1;0;0.0818687546342174
0;0;1;0;0.0818687546342174
0;0;1;0;0.0818687546342174
0;0;1;0;0.08846284021593698
0;0;1;0;0.08846284021593698
0;0;1;0;0.08846284021593698
0;0;1;0;0.08846284021593698
0;0;1;0;0.09761253748203262
0;0;1;0;0.09761253748203262
0;0;1;0;0.09761253748203262
0;0;1;0;0.09761253748203262
0;0;1;0;0.09761253748203262
0;0;1;0;0.09761253748203262
0;0;1;0;0.09761253748203262
0;0;1;0;0.09761253748203262
0;0;1;0;0.09761253748203262
0;0;1;0;0.09761253748203262
0;0;1;0;-0.29303418631229716
0;0;1;0;-0.05991499123764317
0;0;1;0;-0.01871209331247301
0;0;1;0;0.01580304493235762
0;0;1;0;0.06278930861952232
0;0;1;0;0.05321190816175566
0;0;1;0;0.07013561002967554
0;0;1;0;0.10644573051648454
0;0;1;0;0.1300942794476004
0;0;1;0;0.1300942794476004
0;0;1;0;0.112308616536078
0;0;1;0;0.112308616536078
0;0;1;0;0.112308616536078
0;0;1;0;0.15265378266167917
0;0;1;0;0.15265378266167917
0;0;1;0;0.15265378266167917
0;0;1;0;0.15265378266167917
0;0;1;0;0.12528660771956684
0;0;1;0;0.12528660771956684
0;0;1;0;0.12528660771956684
0;0;1;0;0.12528660771956684
0;0;1;0;0.12528660771956684
0;0;1;0;0.12528660771956684
0;0;1;0;0.12528660771956684
0;0;1;0;0.12528660771956684
0;0;1;0;0.12528660771956684
0;0;1;0;0.12528660771956684
0;0;1;0;-0.45248348761557466
0;0;1;0;0.34865850263394127
0;0;1;0;-0.07500173591010613
0;0;1;0;0.12452202157856822
0;0;1;0;0.13162071890677626
0;0;1;0;0.016299841915604536
0;0;1;0;0.034899853426109385
0;0;1;0;0.23436033238788018
0;0;1;0;0.20638987686187907
0;0;1;0;0.20638987686187907
0;0;1;0;0.08263333861092946
0;0;1;0;0.08263333861092946
0;0;1;0;0.08263333861092946
0;0;1;0;0.3289802172635938
0;0;1;0;0.3289802172635938
0;0;1;0;0.3289802172635938
0;0;1;0;0.3289802172635938
0;0;1;0;0.10374526463383119
0;0;1;0;0.10374526463383119
0;0;1;0;0.10374526463383119
0;0;1;0;0.10374526463383119
0;0;1;0;0.10374526463383119
0;0;1;0;0.10374526463383119
0;0;1;0;0.10374526463383119
0;0;1;0;0.10374526463383119
0;0;1;0;0.10374526463383119
0;0;1;0;0.10374526463383119
0;0;1;0;-0.37740288307704584
0;0;1;0;-0.12925195822593372
0;0;1;0;-0.04024593361471199
0;0;1;0;0.013711981556971687
0;0;1;0;0.03690873135753944
0;0;1;0;0.031516364748567456
0;0;1;0;0.05297875281919718
0;0;1;0;0.06743768913683408
0;0;1;0;0.07404444073573578
0;0;1;0;0.07404444073573578
0;0;1;0;0.08967682864688602
0;0;1;0;0.08967682864688602
0;0;1;0;0.08967682864688602
0;0;1;0;0.09844177420914993
0;0;1;0;0.09844177420914993
0;0;1;0;0.09844177420914993
0;0;1;0;0.09844177420914993
0;0;1;0;0.10192298448626085
0;0;1;0;0.10192298448626085
0;0;1;0;0.10192298448626085
0;0;1;0;0.10192298448626085
0;0;1;0;0.10192298448626085
0;0;1;0;0.10192298448626085
0;0;1;0;0.10192298448626085
0;0;1;0;0.10192298448626085
0;0;1;0;0.10192298448626085
0;0;1;0;0.10192298448626085
0;0;1;0;-0.47249511109406506
0;0;1;0;0.08370882332410436
0;0;1;0;-0.08149090156715869
0;0;1;0;0.07667251540278083
0;0;1;0;0.07755529857644697
0;0;1;0;0.03635669766787075
0;0;1;0;0.05617637573700196
0;0;1;0;0.13740181426308118
0;0;1;0;0.12791852558598038
0;0;1;0;0.12791852558598038
0;0;1;0;0.097834353782683
0;0;1;0;0.097834353782683
0;0;1;0;0.097834353782683
0;0;1;0;0.18320599487556555
0;0;1;0;0.18320599487556555
0;0;1;0;0.18320599487556555
0;0;1;0;0.18320599487556555
0;0;1;0;0.10509591789201249
0;0;1;0;0.10509591789201249
0;0;1;0;0.10509591789201249
0;0;1;0;0.10509591789201249
0;0;1;0;0.10509591789201249
0;0;1;0;0.10509591789201249
0;0;1;0;0.10509591789201249
0;0;1;0;0.10509591789201249
0;0;1;0;0.10509591789201249
0;0;1;0;0.10509591789201249
0;0;1;0;-0.2662673043561533
0;0;1;0;-0.14517734647110225
0;0;1;0;-0.08571356348837929
0;0;1;0;-0.050730610011991535
0;0;1;0;-0.012541883544977931
0;0;1;0;0.027176318581427474
0;0;1;0;0.034646673779015105
0;0;1;0;0.047293594768358226
0;0;1;0;0.06672778837139878
0;0;1;0;0.06672778837139878
0;0;1;0;0.082775723688832
0;0;1;0;0.082775723688832
0;0;1;0;0.082775723688832
0;0;1;0;0.08818139601165122
0;0;1;0;0.08818139601165122
0;0;1;0;0.08818139601165122
0;0;1;0;0.08818139601165122
0;0;1;0;0.1015430926367868
0;0;1;0;0.1015430926367868
0;0;1;0;0.1015430926367868
0;0;1;0;0.1015430926367868
0;0;1;0;0.1015430926367868
0;0;1;0;0.1015430926367868
0;0;1;0;0.1015430926367868
0;0;1;0;0.1015430926367868
0;0;1;0;0.1015430926367868
0;0;1;0;0.1015430926367868
0;0;1;0;-0.2698995536417558
0;0;1;0;-0.051682111291453586
0;0;1;0;-0.004125137463572395
0;0;1;0;0.025845418580044775
