distance-to-activities-coefficient;density-coefficient;distance-to-center-coefficient;distance-to-roads-coefficient;eval-density;spatial-autocorrelation-index;eval-speed;eval-density;eval-activities;eval-economic
0;0;0;1;0.5609080647038631;0.12107966821268919;1.2433921111946027;0.5609080647038631;10.379977684891644;0.07368780188415805
0;0;0;1;0.44076735189317406;0.08644429035866602;1.1972923354326146;0.440767351893174;14.10833723364313;0.0669129437371083
0;0;0;1;0.4899911384502766;0.12216087761744326;1.228425747444619;0.48999113845027664;12.3189254152513;0.06947383835824376
0;0;0;1;0.4781669095390582;0.1282091352920077;1.201917043568148;0.4781669095390582;14.09418882709765;0.06677974103877345
0;0;0;1;0.5678201036189788;0.1312849159942017;1.220667493343914;0.5678201036189788;9.752513563618109;0.07737800336737605
0;0;0;1;0.3711970277357212;0.056547013632088756;1.1487652940507118;0.3711970277357211;21.343961957779218;0.07112048912336645
0;0;0;1;0.545356941336534;0.10953968334445707;1.2280840743107215;0.5453569413365341;9.252312605419805;0.0659541072743758
0;0;0;1;0.46155452591917306;0.09470573707730932;1.2028075979322752;0.4615545259191731;14.264836753145499;0.07528798447585422
0;0;0;1;0.4826483510639446;0.09121885714500007;1.2018973625021254;0.4826483510639447;14.861795628968082;0.07217927041382304
0;0;0;1;0.4336939275887666;0.08906651850280549;1.1842009650115264;0.4336939275887668;15.521869081583025;0.0635706365240198
0;0;0;1;0.43766342725260754;0.09690233495133843;1.1962885527027813;0.4376634272526076;15.369262303809426;0.07541105080634203
0;0;0;1;0.5188650017583372;0.11509770985211493;1.22875720011306;0.518865001758337;10.541556890293347;0.08280679625471533
0;0;0;1;0.7275161819030411;0.14220111949283;1.19316198732126;0.7275161819030408;7.011198056742587;0.07144994490819878
0;0;0;1;0.5415814027195505;0.09062034163959341;1.179716743591026;0.5415814027195505;17.968618569074412;0.08310207340621646
0;0;0;1;0.5575279183787515;0.11937950367110926;1.2251688973310753;0.5575279183787516;9.332461619085109;0.06832432396238179
0;0;0;1;0.5606828893722406;0.10404925782653095;1.2355670232155158;0.5606828893722406;9.146233261316016;0.06471098937479085
0;0;0;1;0.566706199805734;0.12453705719062663;1.2176837640574085;0.5667061998057339;8.724684627658371;0.08214299783002307
0;0;0;1;0.380607469770829;0.07265768275078914;1.1705970014496245;0.38060746977082893;19.07679726562232;0.07764561616372435
0;0;0;1;0.42274471996082863;0.08835794399765888;1.1885763547733474;0.42274471996082874;15.950334663425977;0.07053614651670015
0;0;0;1;0.43958674748302196;0.07468442295565231;1.1837189981708165;0.4395867474830219;15.21658661682943;0.06387929311649596
0;0;0;1;0.5225756396407736;0.13812514425627165;1.1681626372254164;0.5225756396407737;17.994942678304245;0.06932982636015864
0;0;0;1;0.5901911961642876;0.1463766975704175;1.221753617966149;0.5901911961642876;8.580795427190147;0.08569492785876827
0;0;0;1;0.6506297406731794;0.1378446173850311;1.1653918391530147;0.6506297406731794;6.876975245937287;0.06847437412342276
0;0;0;1;0.47549076331922135;0.10438578635649762;1.2059822128314237;0.47549076331922135;13.345463238034666;0.07619976443912276
0;0;0;1;0.538667632946264;0.1314389023742142;1.2223144412724412;0.5386676329462641;10.687753021713036;0.07554444960615135
0;0;0;1;0.4460736429234911;0.09594213784359729;1.1916494494940952;0.4460736429234913;15.333130286275955;0.06557705444803988
