distance-to-activities-coefficient;density-coefficient;distance-to-center-coefficient;distance-to-roads-coefficient;eval-density;spatial-autocorrelation-index;eval-speed;eval-density;eval-activities
0;0;0;0.2;0.5362399385793236;0.7761460863224166;1.1732243635343549;0.5362399385793235;23.71885981038878
0;0;0;0.2;0.38958805083899883;0.08204607131528795;1.1849982579648735;0.38958805083899883;16.16225142648605
0;0;0;0.2;0.22127741951570798;0.06683376863973722;1.1509316588079646;0.221277419515708;16.89122685921752
0;0;0;0.4;0.3517503768474047;0.08084948678839309;1.170465418154171;0.35175037684740473;16.61276891252692
0;0;0;0.4;0.37480421391085883;0.0833322287826657;1.1512718406250297;0.37480421391085883;21.02903345032926
0;0;0;0.4;0.43322363241812223;0.12087983352604131;1.16947079293039;0.4332236324181222;16.438443069957163
0;0;0;0.6000000000000001;0.33829659955255803;0.0642489883540592;1.1448751038121272;0.33829659955255803;22.40859025977678
0;0;0;0.6000000000000001;0.6729668082356656;0.14451528051631277;1.2273185314656572;0.6729668082356655;7.989895719110049
0;0;0;0.6000000000000001;0.6160754989619479;0.1511736358405583;1.2187363506059645;0.616075498961948;7.917271398777965
0;0;0;0.8;0.5275568174926123;0.10333675907610354;1.2181570071037744;0.5275568174926123;10.341307611606853
0;0;0;0.8;0.6156044717292347;0.1170955653571232;1.2074840997611962;0.6156044717292348;7.225410751122591
0;0;0;0.8;0.4921405000017798;0.10577739855759394;1.2131339383665023;0.4921405000017798;11.838156037822221
0;0;0;1;0.45351848385940563;0.09796397206405713;1.1859077922617889;0.4535184838594055;14.999470590138797
0;0;0;1;0.5460462140242529;0.11041085791351045;1.224787618470013;0.5460462140242528;9.897986153422213
0;0;0;1;0.5205011785883318;0.0943970876097411;1.2108199178623378;0.5205011785883318;11.268012353573006
0;0;0.2;0;0.6106749333208037;0.09305083055734159;1.132832196701608;0.6106749333208036;5.6974479951126735
0;0;0.2;0;0.5767479760535077;0.21617011910300443;1.1141137711536182;0.5767479760535076;6.128828654252567
0;0;0.2;0;0.5766123611674467;0.07080146564558422;1.1189217351761143;0.5766123611674469;5.523087957066112
0;0;0.2;0.2;0.6283351076696606;0.11849860515740723;1.166564019064244;0.6283351076696605;6.807738096632001
0;0;0.2;0.2;0.5678600851494189;0.3956436520809429;1.1557062760153587;0.5678600851494191;7.264771039161753
0;0;0.2;0.2;0.559145276131839;0.0972533526233926;1.162328476576126;0.5591452761318391;6.713529930362304
0;0;0.2;0.4;0.5073498262913207;0.06802747218898096;1.2055248967661434;0.5073498262913207;10.952253901751885
0;0;0.2;0.4;0.6259793145542235;0.15772009874156195;1.1967032501016301;0.6259793145542235;7.447328299164874
0;0;0.2;0.4;0.5375280679432178;0.07442052661483474;1.181228721499333;0.5375280679432178;9.297405091713657
0;0;0.2;0.6000000000000001;0.4684628737198866;0.07785310599288871;1.181264859527155;0.4684628737198866;11.367727086178498
0;0;0.2;0.6000000000000001;0.4966888984310316;0.08581394795882184;1.178083745121726;0.49668889843103164;9.782907202163278
0;0;0.2;0.6000000000000001;0.553282019417838;0.10066877563213521;1.1810420208976993;0.553282019417838;11.907720183299881
0;0;0.2;0.8;0.48331054747388486;0.07253077602684338;1.1899120680401263;0.4833105474738848;12.331781929213228
0;0;0.2;0.8;0.5112870346058779;0.10336460405008961;1.1922042495428002;0.5112870346058779;8.979326078791349
0;0;0.2;0.8;0.4834827107341764;0.6811988418627657;1.1841926952252089;0.4834827107341763;14.603158656179765
0;0;0.2;1;0.5021317389660891;0.09950978006974663;1.2045437220742736;0.502131738966089;11.293725806529451
0;0;0.2;1;0.5175522399122404;0.11148340042638608;1.1895069845268567;0.5175522399122403;13.362452042682632
0;0;0.2;1;0.6351320400999811;0.12809640430989092;1.209812955531663;0.6351320400999811;8.69212615239632
0;0;0.4;0;0.5156507975759659;0.06409864258455708;1.1384659430715305;0.515650797575966;5.51945953216458
0;0;0.4;0;0.5677642437644981;0.24297398280052512;1.06068725609495;0.5677642437644981;5.136486223517264
0;0;0.4;0;0.49173327972394204;0.06260174396076876;1.1182337897452626;0.49173327972394204;5.297218971783193
0;0;0.4;0.2;0.6097063682611044;0.0918809530405868;1.149175643643556;0.6097063682611046;6.463252733769842
0;0;0.4;0.2;0.6403461676304176;0.10242924115461502;1.0815312921601135;0.6403461676304177;6.93403380644461
0;0;0.4;0.2;0.6376040344681803;0.15528421410128518;1.1634642356098706;0.6376040344681803;6.312674303520381
0;0;0.4;0.4;0.5910048374601784;0.11932474650278915;1.1620234666752591;0.5910048374601784;6.445292433341395
0;0;0.4;0.4;0.5517227741980514;0.07180968688417082;1.161368591416689;0.5517227741980514;6.9728862893050945
0;0;0.4;0.4;0.550941680742822;0.09874784556382465;1.1638725220386035;0.5509416807428219;7.820875985510447
0;0;0.4;0.6000000000000001;0.559985878966018;0.07766395257574023;1.1685517715579645;0.5599858789660183;8.007361358573712
0;0;0.4;0.6000000000000001;0.5544541106117267;0.07165173695300979;1.190942963027391;0.5544541106117267;9.373378417420462
0;0;0.4;0.6000000000000001;0.6550073797516398;0.12877468192400654;1.1788999425021067;0.6550073797516398;5.728757921044892
0;0;0.4;0.8;0.5360106326468408;0.10221881476721706;1.1797668476928873;0.5360106326468408;8.262782993686336
0;0;0.4;0.8;0.6205929780466638;0.11398180097431403;1.1849413732367526;0.6205929780466639;7.114622209495491
0;0;0.4;0.8;0.6602558515926584;0.12099782682145732;1.003868138764412;0.6602558515926585;5.103392967858454
0;0;0.4;1;0.6285573234850327;0.12119346392193173;1.1649861002733364;0.6285573234850327;6.472747336761169
0;0;0.4;1;0.48632120311421195;0.06444518407989598;1.1772706865573037;0.486321203114212;9.939058123539933
0;0;0.4;1;0.5769581120469448;0.14972499827800692;1.097848080884709;0.5769581120469449;5.431327453194043
0;0;0.6000000000000001;0;0.48600789747244316;0.10572194857314414;1.145068234944803;0.48600789747244316;5.496186246566873
0;0;0.6000000000000001;0;0.5326838856396644;0.0698270066945551;1.1032995481472494;0.5326838856396644;5.44905284617527
0;0;0.6000000000000001;0;0.5139382384983264;0.09230238743705434;1.0730222348736294;0.5139382384983265;5.1532839009887965
0;0;0.6000000000000001;0.2;0.5879114232860111;0.12455371317103253;0.9378734019738034;0.5879114232860111;5.006468329345717
0;0;0.6000000000000001;0.2;0.5168791528849983;0.11089879466189959;1.1039519643711084;0.5168791528849983;6.052417343759834
0;0;0.6000000000000001;0.2;0.5044779606110527;0.0823003562104384;1.1077988917008175;0.5044779606110527;5.705745587920978
0;0;0.6000000000000001;0.4;0.573214049831702;0.23336355293045333;1.0676387433797023;0.573214049831702;6.353879987765127
0;0;0.6000000000000001;0.4;0.5767570623465188;0.1149034528977921;1.0943776605502726;0.5767570623465188;5.0539016293945185
0;0;0.6000000000000001;0.4;0.5898597681978897;0.09425792268691215;1.1562200418936726;0.5898597681978897;6.619048750786072
0;0;0.6000000000000001;0.6000000000000001;0.5462007873398008;0.06734911559337921;1.1592686295175187;0.5462007873398007;7.159442670390363
0;0;0.6000000000000001;0.6000000000000001;0.5910717931948294;0.0777678145197967;1.192276533148877;0.5910717931948294;8.959235720654043
0;0;0.6000000000000001;0.6000000000000001;0.5889426557070481;0.12664423929056337;1.1327005993119923;0.5889426557070482;5.949769469287725
0;0;0.6000000000000001;0.8;0.5374296610566056;0.07510581951673154;1.17006016815965;0.5374296610566056;7.600162326096318
0;0;0.6000000000000001;0.8;0.5561042645188189;0.12089689295921503;1.1640612536977688;0.5561042645188189;7.089158578514915
0;0;0.6000000000000001;0.8;0.5344683498339002;0.07930796268648803;1.1777055946789814;0.5344683498339002;7.635198834320011
0;0;0.6000000000000001;1;0.5593287812991201;0.07092222499097031;1.2016833605016692;0.55932878129912;10.041709059734435
0;0;0.6000000000000001;1;0.5910275545706567;0.09930006322013675;1.1517283089989687;0.5910275545706569;10.02504663664387
0;0;0.6000000000000001;1;0.5054731399865204;0.0719470843252905;1.1733041086544982;0.5054731399865203;8.547347077677173
0;0;0.8;0;0.4726131986594563;0.08009721073280748;1.1314288842500213;0.4726131986594563;5.443598342123214
0;0;0.8;0;0.520906667292046;0.07177177985613205;1.0885380875569377;0.520906667292046;5.109337170437541
0;0;0.8;0;0.5223015896990385;0.07326086841324689;1.0915033209785867;0.5223015896990385;5.15339499308482
0;0;0.8;0.2;0.6461941060120491;0.12639123841946884;1.14735278497329;0.646194106012049;6.3559791624529245
0;0;0.8;0.2;0.5793348524789295;0.10167809753793748;1.144807304986946;0.5793348524789292;6.336715673075433
0;0;0.8;0.2;0.5650300764073726;0.0699820733989622;1.1607917374948387;0.5650300764073726;6.372556986022898
0;0;0.8;0.4;0.5042788178805574;0.07278531995031684;1.1707574412518584;0.5042788178805576;6.653366268390775
0;0;0.8;0.4;0.5836270871247573;0.09735183399876778;1.1463989587340664;0.5836270871247573;6.426759360898712
