distance-to-activities-coefficient;eval-density;spatial-autocorrelation-index
1;0.21402391586285988;0.28887089248389786
1;0.18870028023159308;0.793729119926154
1;0.20879054798085767;0.06139617193393152
1;0.257485555123318;0.5166792934128916
1;0.20514460683749963;0.06736910109438807
