eval-density;spatial-autocorrelation-index;eval-speed;eval-density;eval-activities
0.2117871922897387;0.1220688674976671;0;0.2117871922897387;4.9825455106628755
0.21677877818978894;0.38412701822162654;0;0.21677877818978902;5.1695769668801015
0.16931275048057826;0.8590746817975186;0;0.16931275048057826;4.690043716614076
0.18523095152858357;0.13337758686407253;0;0.18523095152858357;4.8452421408289785
0.19531901952861003;0.09068907891178284;0;0.19531901952860992;4.946878909882818
0.18341457070327305;0.07998520158833206;0;0.18341457070327308;5.1919670085373255
0.19044598321479472;0.7198784189206131;0;0.19044598321479472;5.027274589483288
0.18634953817796557;0.9258642365123113;0;0.18634953817796562;3.996851320911234
0.2033282511789028;0.08560204133635801;0;0.20332825117890274;4.987589526479326
0.20277987922568147;0.06921525186629608;0;0.2027798792256814;3.7743990762126294
0.17601143318653104;0.04248699293325679;0;0.17601143318653104;4.356245749568825
0.18616316750058715;0.04513377895372282;0;0.18616316750058717;4.55838070453905
0.1795403685814751;0.0992893517331666;0;0.17954036858147512;3.968047300444856
0.2609868530432256;0.14471302796851898;0;0.2609868530432256;5.17425663958632
0.2437499888460398;0.0724220457498971;0;0.24374998884603982;4.950758324454398
0.20055164284187388;0.15552333732298937;0;0.20055164284187385;4.769111827059083
0.19766052066160317;0.11151765207159926;0;0.19766052066160317;4.918222711188167
0.18703874539340082;0.06512179656783859;0;0.18703874539340082;4.37309192440122
0.14969925475980478;0.34758849045825135;0;0.14969925475980475;4.4310212796882045
0.17970721812740253;0.08927183935331319;0;0.17970721812740248;4.846479998854695
