distance-to-activities-coefficient;distance-to-centre-coefficient;density-coefficient;distance-to-roads-coefficient;eval-density;spatial-autocorrelation-index;eval-speed;eval-density;eval-activities
1;1;1;1;0.20310022144112155;0.8005668532239887;0.6577410860508692;0.20310022144112153;4.60902178956169
1;1;1;1;0.20047352857953998;0.5662218079993228;0.5817102631392839;0.20047352857954004;4.548064972923909
1;1;1;1;0.2241176893163696;0.6604847822691763;0.7189285869798276;0.2241176893163696;5.195707453514668
1;1;1;1;0.19945997144143185;0.07531333518454922;0.6240713846674616;0.19945997144143196;5.417808680155585
1;1;1;1;0.17743234392522356;0.8150511282774578;0.6457783680652841;0.17743234392522364;4.8094498425237076
1;1;1;1;0.1855502959198023;0.11550666991184196;0.5632119669074669;0.1855502959198023;4.375617001468907
1;1;1;1;0.2102389861882618;0.104982029079099;0.6625356821759563;0.2102389861882618;4.7719293081650225
1;1;1;1;0.1972530494550585;0.095014101137386;0.6477827556615652;0.1972530494550585;5.593982164467684
1;1;1;1;0.1540556347575974;0.0663392388277593;0.5642261085350976;0.15405563475759743;4.001383811530703
1;1;1;1;0.1851002520413686;0.8774975697790681;0.6637989588789394;0.18510025204136857;4.7713107220831885
1;1;1;1;0.1490067935784948;0.9624375831711564;0.5867815521487475;0.1490067935784948;5.001020475132971
1;1;1;1;0.14425242388059178;0.08640715432356147;0.6121176002102504;0.14425242388059178;4.167076160943138
1;1;1;1;0.18011385435207922;0.40663487105924345;0.6287038626562608;0.18011385435207916;5.238205203442301
1;1;1;1;0.18801546342501826;0.10814705623196062;0.7091023202010658;0.18801546342501824;5.444471620231276
1;1;1;1;0.21268810081403933;0.039431686494800514;0.6676209438142753;0.2126881008140393;4.539151915742901
1;1;1;1;0.19409850969609804;0.049946145716743856;0.6871110466727262;0.19409850969609801;4.63067775789228
1;1;1;1;0.18928670421987603;0.0660686885167435;0.6827311345791776;0.18928670421987603;4.75145796851664
1;1;1;1;0.16827706830324637;0.05906852590833362;0.6455132409639458;0.16827706830324635;4.552736225856892
1;1;1;1;0.15791982797530757;0.04389784207344653;0.6363368677340091;0.15791982797530751;4.50311798542803
1;1;1;1;0.18202736553468685;0.08630701102330172;0.6226600580694592;0.1820273655346868;5.296371036530579
1;1;1;1;0.1609854983140134;0.7495286747783848;0.6529703710126997;0.16098549831401343;5.263280910771011
1;1;1;1;0.17541054923139532;0.13023079657589287;0.6314068315456536;0.17541054923139532;4.452281252096737
1;1;1;1;0.19856399328251875;0.1755548088480805;0.6897596693929546;0.19856399328251872;5.0976810382621505
1;1;1;1;0.16301627583000525;0.44007159191384293;0.6303832744893361;0.1630162758300052;4.609457593563973
1;1;1;1;0.21469099272341022;0.08169514193291438;0.6001729904544096;0.2146909927234103;5.455547250358155
1;1;1;1;0.22721724374033223;0.1297674702270529;0.6286240132584157;0.22721724374033225;5.4055086013300215
1;1;1;1;0.18280444108499203;0.4713080623468192;0.6120946133925144;0.18280444108499197;4.554255716310064
1;1;1;1;0.20437048262692972;0.16228949472744197;0.5520068621158363;0.2043704826269297;4.831504400926497
1;1;1;1;0.19898756306990165;0.9125926299425287;0.7131145607444321;0.1989875630699017;4.78208774562243
1;1;1;1;0.1961546090685512;0.6642622381758209;0.6314059075636582;0.1961546090685512;5.399377681216164
1;1;1;1;0.2135563750752545;0.8144197476659238;0.7225881235726364;0.21355637507525446;5.152096135455978
1;1;1;1;0.17441764881142674;0.4932658064388376;0.6846323912599944;0.17441764881142674;4.862800558437279
1;1;1;1;0.17942875433006802;0.9091484869196869;0.6213359201404886;0.17942875433006794;5.155660027456498
1;1;1;1;0.16449874506573464;0.5872363710760947;0.6355399513322627;0.16449874506573464;4.550510888097919
1;1;1;1;0.1725786370965469;0.03553339026202541;0.6920240629548615;0.17257863709654686;4.877189416589742
1;1;1;1;0.18292889639770493;0.0566810218723705;0.6663264868620338;0.182928896397705;4.658448373311197
1;1;1;1;0.15962976243853247;0.2510056094381001;0.6599509545144562;0.15962976243853247;5.269868910831644
1;1;1;1;0.18865144505985398;0.9895379679429749;0.584878065387064;0.18865144505985393;5.380365336597218
1;1;1;1;0.16847919456497165;0.08676714578120898;0.6179349751174029;0.16847919456497162;4.893585709509406
1;1;1;1;0.19050813061899402;0.07482541159602268;0.618382451614181;0.19050813061899402;4.7211192819669145
1;1;1;1;0.17805502156243463;0.08999336267990676;0.6201614049342093;0.17805502156243463;4.9395353577844014
1;1;1;1;0.19254729455019626;0.13775953816445505;0.5956007658546021;0.19254729455019629;4.852810064796883
1;1;1;1;0.1705635908518044;0.09221942624180325;0.6311851398495657;0.17056359085180445;5.784075606315463
1;1;1;1;0.20796262597303988;0.8383696292120099;0.7372735721208223;0.20796262597303988;5.048114371513121
1;1;1;1;0.25006831067094193;0.8052087019239309;0.7192075948271652;0.250068310670942;5.263062640298352
