eval-density;spatial-autocorrelation-index;eval-speed;eval-activities;eval-economic;id
0.12134457722161322;0.1139275780308825;1.0877095671318924;4.639446023155452;0.2239998714898096;111111112
0.12134457722161322;0.1139275780308825;1.0877095671318924;4.639446023155452;0.20020277670321782;111111121
0.12115331936567857;0.11585938524300976;1.0858796110095386;4.633170448805786;0.21683557616194876;111111122
0.12115331936567857;0.11585938524300976;1.0858796110095383;4.633170448805785;0.1936980423756974;111111211
0.12134457722161321;0.1139275780308825;1.0877095671318926;4.639446023155452;0.20378930975024356;111111212
0.12134457722161318;0.1139275780308825;1.0877095671318924;4.639446023155453;0.2180117695930234;111111221
0.12115331936567857;0.11585938524300976;1.0858796110095386;4.633170448805785;0.2065686962108338;111111222
0.12134457722161322;0.1139275780308825;1.0877095671318926;4.639446023155451;0.23507039982319916;111112111
0.12115331936567854;0.11585938524300976;1.0858796110095383;4.633170448805784;0.18517009340897148;111112112
0.12115331936567855;0.11585938524300976;1.0858796110095383;4.633170448805785;0.21191933881488562;111112121
0.1213445772216132;0.1139275780308825;1.0877095671318926;4.639446023155453;0.19774083141432022;111112122
0.12115331936567857;0.11585938524300976;1.0858796110095383;4.633170448805785;0.19619157418228206;111112211
0.12115331936567857;0.11585938524300976;1.0858796110095383;4.633170448805784;0.22664914471091951;111112212
0.12115331936567855;0.11585938524300976;1.0858796110095383;4.633170448805784;0.19879881970691154;111112221
0.12134457722161325;0.1139275780308825;1.0877095671318924;4.639446023155453;0.19961731066927882;111112222
0.12115331936567858;0.11585938524300976;1.0858796110095383;4.633170448805786;0.1568693403829227;111121111
0.12134457722161321;0.1139275780308825;1.0877095671318926;4.639446023155451;0.23532686139912629;111121112
0.12134457722161321;0.1139275780308825;1.0877095671318926;4.639446023155452;0.22849812277700918;111121121
0.12134457722161322;0.1139275780308825;1.0877095671318928;4.639446023155452;0.20673846996698378;111121122
0.12134457722161322;0.1139275780308825;1.0877095671318926;4.639446023155452;0.22377356027967957;111121211
0.12115331936567855;0.11585938524300976;1.0858796110095383;4.633170448805785;0.1979134976803321;111121212
0.12134457722161322;0.1139275780308825;1.0877095671318926;4.639446023155452;0.2175389554940809;111121221
0.12115331936567857;0.11585938524300976;1.0858796110095386;4.633170448805784;0.20682362933138665;111121222
0.12115331936567857;0.11585938524300976;1.0858796110095383;4.633170448805784;0.21491607204435403;111122111
0.12134457722161324;0.1139275780308825;1.0877095671318926;4.639446023155453;0.1837261595872483;111122112
0.12134457722161324;0.1139275780308825;1.0877095671318926;4.639446023155451;0.19315427633309043;111122121
0.12115331936567857;0.11585938524300976;1.0858796110095386;4.633170448805784;0.21100996698020033;111122122
0.12134457722161322;0.1139275780308825;1.0877095671318926;4.639446023155454;0.19285542639401848;111122211
0.12115331936567857;0.11585938524300976;1.0858796110095383;4.633170448805785;0.20989963790196897;111122212
0.12115331936567855;0.11585938524300976;1.0858796110095386;4.633170448805785;0.2036627505858741;111122221
0.12134457722161322;0.1139275780308825;1.0877095671318924;4.639446023155453;0.21201223526471932;111122222
0.12134457722161321;0.1139275780308825;1.0877095671318926;4.639446023155452;0.18916486607125738;111211111
0.12115331936567857;0.11585938524300976;1.0858796110095383;4.633170448805784;0.2214535568479804;111211112
0.12134457722161321;0.1139275780308825;1.0877095671318924;4.639446023155452;0.18959520856402318;111211121
0.12115331936567857;0.11585938524300976;1.0858796110095383;4.633170448805783;0.22186496872522812;111211122
0.12115331936567858;0.11585938524300976;1.0858796110095383;4.633170448805783;0.19052322921842538;111211211
0.12134457722161321;0.1139275780308825;1.0877095671318924;4.639446023155452;0.221369431011366;111211212
0.12115331936567855;0.11585938524300976;1.0858796110095386;4.633170448805785;0.19702110379755633;111211221
0.12134457722161318;0.1139275780308825;1.0877095671318926;4.639446023155451;0.18447260185574088;111211222
0.12134457722161322;0.1139275780308825;1.0877095671318926;4.639446023155454;0.21865362377534533;111212111
0.12134457722161321;0.1139275780308825;1.0877095671318926;4.639446023155454;0.2147734893882109;111212112
0.12134457722161321;0.1139275780308825;1.0877095671318926;4.639446023155453;0.2274849301783396;111212121
0.12115331936567858;0.11585938524300976;1.0858796110095383;4.633170448805784;0.21423308364525329;111212122
0.12115331936567855;0.11585938524300976;1.0858796110095383;4.633170448805784;0.20770472456795955;111212211
0.12115331936567858;0.11585938524300976;1.0858796110095386;4.633170448805783;0.21299130444086037;111212212
0.12134457722161318;0.1139275780308825;1.0877095671318924;4.639446023155453;0.22146321932845697;111212221
0.12115331936567857;0.11585938524300976;1.0858796110095383;4.633170448805783;0.22776186574851776;111212222
0.12134457722161322;0.1139275780308825;1.0877095671318926;4.639446023155454;0.18439598819109024;111221111
0.1213445772216132;0.1139275780308825;1.0877095671318926;4.639446023155453;0.20705977423105182;111221112
0.12115331936567855;0.11585938524300976;1.0858796110095383;4.633170448805785;0.22219303083983172;111221121
0.12134457722161322;0.1139275780308825;1.0877095671318924;4.639446023155452;0.23368907904091257;111221122
0.12115331936567857;0.11585938524300976;1.0858796110095383;4.633170448805785;0.20630650888024601;111221211
0.12134457722161322;0.1139275780308825;1.0877095671318924;4.639446023155453;0.21002384635594246;111221212
0.12134457722161322;0.1139275780308825;1.0877095671318926;4.639446023155453;0.20524688520121698;111221221
0.12115331936567857;0.11585938524300976;1.0858796110095386;4.633170448805785;0.21988072988071966;111221222
0.12115331936567852;0.11585938524300976;1.0858796110095383;4.633170448805784;0.22930490407209397;111222111
0.12115331936567855;0.11585938524300976;1.0858796110095383;4.633170448805784;0.2230928950606172;111222112
0.12134457722161322;0.1139275780308825;1.0877095671318926;4.639446023155453;0.21773317242399853;111222121
0.12134457722161321;0.1139275780308825;1.0877095671318926;4.639446023155453;0.18434777128692612;111222122
0.12115331936567852;0.11585938524300976;1.0858796110095383;4.633170448805785;0.22552579255918195;111222211
0.12115331936567857;0.11585938524300976;1.0858796110095383;4.633170448805785;0.20729261404784366;111222212
0.12134457722161322;0.1139275780308825;1.0877095671318926;4.639446023155453;0.21221674294280363;111222221
0.12134457722161324;0.1139275780308825;1.0877095671318924;4.639446023155453;0.1922420484759049;111222222
0.12134457722161322;0.1139275780308825;1.0877095671318926;4.639446023155452;0.20455838705362553;112111111
0.12134457722161321;0.1139275780308825;1.0877095671318928;4.639446023155453;0.21554564063919343;112111112
0.1211533193656786;0.11585938524300976;1.0858796110095383;4.633170448805785;0.2244105622908247;112111121
0.12115331936567857;0.11585938524300976;1.0858796110095383;4.633170448805784;0.21876136744878394;112111122
0.12115331936567858;0.11585938524300976;1.0858796110095381;4.633170448805785;0.22452900809930054;112111211
0.12115331936567855;0.11585938524300976;1.0858796110095383;4.633170448805784;0.2277273114801416;112111212
0.12115331936567858;0.11585938524300976;1.0858796110095383;4.633170448805785;0.22040198562175928;112111221
0.12115331936567857;0.11585938524300976;1.0858796110095383;4.633170448805784;0.2386762051845178;112111222
0.12115331936567858;0.11585938524300976;1.0858796110095386;4.633170448805785;0.2241959346352098;112112111
0.12115331936567852;0.11585938524300976;1.0858796110095383;4.633170448805784;0.20457025921874436;112112112
0.1213445772216132;0.1139275780308825;1.0877095671318926;4.639446023155453;0.18727237691170456;112112121
